Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
yjdL	amino acid/peptide transporter	1.63127922364523	2.12539080768649	X	2.14297839916616	2.33394667035513	2.18526070864471	1.86148528983437	1.98985204522158	2.04987434153161	2.56217023911283	2.44552987802485	2.56973966861704	4.5	BN373_10651	ERS227112_02924	X	SL1344_2522	SL3261_2522	STMMW_25771	STM_MW25771	SEN2540	t0296	EC958_4619	NCTC13441_04325	BW25113_4130	b4130
mgtE	magnesium transporter	2.06071177869974	2.02306974559183	2.56973157671892	X	X	X	X	X	X	X	X	X	X	BN373_32361	ERS227112_03949	ROD_23431	X	X	X	X	X	X	X	X	X	X
fucP	L-fucose:H+ symporter permease	2.4626434942381	3.36332852106284	X	2.09888162144703	2.23521798718411	1.95234393477226	2.97733051659175	2.53491557082271	3.00504018854864	2.57739932299862	2.79758463725837	2.9311277325586	4.5	BN373_37991	ERS227112_01505	X	SL1344_2955	SL3261_2955	STMMW_29381	STM_MW29381	SEN2819A	t2883	EC958_3071	NCTC13441_00974	BW25113_2801	b2801
yegT	nucleoside transporter, low affinity	X	X	1.89499910144471	1.95311514798119	1.90838310132224	1.86824384421137	2.05603111247582	1.68584016541948	1.88562383691665	2.03038300979737	2.0565936881358	1.8259895248557	4.5	X	X	ROD_22231	SL1344_2119	SL3261_2119	STMMW_21731	STM_MW21731	SEN2138	t0714	EC958_2433	NCTC13441_01616	BW25113_2098	b2098
garP_2	putative transport protein	2.61144604862974	2.76389252178021	X	X	X	X	X	X	X	2.11881203522398	2.45813257646304	1.93136720728949	4.5	BN373_42031	ERS227112_01063	X	X	X	X	X	X	X	EC958_3528	NCTC13441_00566	BW25113_3127	b3127
	arginine deiminase	X	X	X	2.62924558850827	2.68839250704143	2.59325300395294	3.10049989168265	2.58471522411236	3.05467236644885	X	X	X	X	X	X	X	SL1344_4397	SL3261_4397	STMMW_44121	STM_MW44121	SEN4218	t4501	X	X	X	X
citF	citrate lyase, alpha subunit	1.85317295201032	2.16065263664812	X	2.2795440460983	2.27487667247571	2.08973482518788	2.38065687396701	1.50343487030956	1.4261335900008	X	X	X	X	BN373_05221	ERS227112_02373	X	SL1344_0062	SL3261_0062	STMMW_00621	STM_MW00621	SEN0062	t0063	X	X	X	X
yjiR_1	transcriptional regulator, GntR family/aminotransferase family protein	2.1238057580456	2.20623345559127	X	X	X	X	X	X	X	2.05575591155803	2.11922962222832	2.26216015195493	4.5	BN373_03831	ERS227112_02230	X	X	X	X	X	X	X	EC958_0073	NCTC13441_04053	BW25113_4340	b4340
ligB_1	protocatechuate 4,5-dioxygenase, alpha subunit	2.23658227615369	2.10614696841982	1.81199288411718	X	X	X	X	X	X	X	X	X	X	BN373_46941	ERS227112_00527	ROD_31621	X	X	X	X	X	X	X	X	X	X
nikA	nickel ABC transporter, periplasmic nickel-binding protein NikA	2.17157397393117	2.24138303412093	2.11205836723697	X	X	X	X	X	X	2.25416709801775	1.98966799779305	1.86342145852409	4.5	BN373_44851	ERS227112_00735	ROD_43211	X	X	X	X	X	X	EC958_3870	NCTC13441_00224	BW25113_3476	b3476
aglB_1	maltose-6'-phosphate glucosidase	2.11423403996962	2.23077418128398	1.854186016301	X	X	X	X	X	X	X	X	X	X	BN373_47291	ERS227112_00490	ROD_40451	X	X	X	X	X	X	X	X	X	X
urtA	urea ABC transporter, urea binding protein	2.18749244331057	1.85995407433464	2.12344135132944	X	X	X	X	X	X	X	X	X	X	BN373_21841	ERS227112_05063	ROD_14991	X	X	X	X	X	X	X	X	X	X
yahJ	putative metallo-dependent hydrolase domain deaminase	X	X	X	X	X	X	X	X	X	2.05443547599857	2.13544121071837	1.74848742946921	4.5	X	X	X	X	X	X	X	X	X	EC958_0475	NCTC13441_03638	BW25113_0324	b0324
srfC	putative virulence effector protein	X	X	2.22978614171856	2.18255363737149	1.95524739425686	1.80204768406972	1.35733914038205	1.54730609401446	1.2982952740304	X	X	X	X	X	X	ROD_15881	SL1344_1526	SL3261_1526	STMMW_15901	STM_MW15901	SEN1460	t1505	X	X	X	X
pduP	propanediol utilization protein PduP	1.92623383974369	1.8265575419373	1.574414845304	2.42789568668673	1.98235817754773	1.99785748729064	1.94659747957546	1.36956850183502	1.50143098240975	X	X	X	X	BN373_38461	ERS227112_01452	ROD_21371	SL1344_2027	SL3261_2027	STMMW_20811	STM_MW20811	SEN2049	t0823	X	X	X	X
urtB	urea ABC transporter, permease protein UrtB	1.70792396515104	1.74366026541821	1.93181325961754	X	X	X	X	X	X	X	X	X	X	BN373_21851	ERS227112_05062	ROD_15001	X	X	X	X	X	X	X	X	X	X
lhgO	FAD-dependent oxidoreductase	1.85700964575705	1.85587103843172	X	2.18204121970459	1.98755778035637	1.75107665431074	1.63176609403889	1.33755497381786	1.18543249781285	2.1787821271068	2.23925277780897	1.95752602534809	4.5	BN373_07411	ERS227112_02597	X	SL1344_2774	SL3261_2774	STMMW_27571	STM_MW27571	SEN2634	t2685	EC958_2924	NCTC13441_01119	BW25113_2660	b2660
	sodium:sulfate symporter family protein	2.37595800051551	2.06093117931935	2.07626004183608	X	X	X	X	X	X	X	X	X	X	BN373_46481	ERS227112_00573	ROD_38291	X	X	X	X	X	X	X	X	X	X
ogl	oligogalacturonate lyase	2.07901524303496	2.06304522786417	2.27314806983939	X	X	X	X	X	X	X	X	X	X	BN373_38971	ERS227112_01400	ROD_28931	X	X	X	X	X	X	X	X	X	X
rutG	putative pyrimidine permease RutG	2.40517573150459	2.37377549292033	X	X	X	X	X	X	X	2.35924253901572	2.34956952874232	1.6853268080019	4.5	BN373_16471	ERS227112_03510	X	X	X	X	X	X	X	EC958_1203	NCTC13441_02899	BW25113_1006	b1006
arnT	undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyltransferase	2.44192834018112	2.49030499293631	X	2.41886425669413	2.39060818566213	2.46505782566384	2.08057479665263	1.72937722731941	1.75763168323472	2.43833123576573	2.41429107225669	1.3096194364721	4.5	BN373_44781	ERS227112_00742	X	SL1344_2270	SL3261_2270	STMMW_23251	STM_MW23251	SEN2283	t0562	EC958_2595	NCTC13441_01451	BW25113_2257	b2257
	putative sugar transporter (pseudogene)	X	X	3.15151486230074	X	X	X	X	X	X	X	X	X	X	X	X	ROD_35741	X	X	X	X	X	X	X	X	X	X
bglB	6-phospho-beta-glucosidase BglB	2.01347029183275	2.22443534918741	X	X	X	X	X	X	X	2.507297672706	2.84795064603929	2.97877275130687	4.5	BN373_31791	ERS227112_04003	X	X	X	X	X	X	X	EC958_4194	NCTC13441_04796	BW25113_3721	b3721
	mandelate racemase/muconate lactonizing enzyme family protein	2.59866242130599	2.08529451054601	1.75740407908478	X	X	X	X	X	X	X	X	X	X	BN373_31421	ERS227112_04041	ROD_22211	X	X	X	X	X	X	X	X	X	X
	putative beta-ketoacyl synthase	X	X	2.16328153835684	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43251	X	X	X	X	X	X	X	X	X	X
efeB	Tat-translocated enzyme	2.28667699869209	1.998344463528	1.86087805576781	X	X	X	X	X	X	1.63443402789332	1.77001124819454	1.10203479396352	4.5	BN373_16621	ERS227112_03525	ROD_10731	X	X	X	X	X	X	EC958_1217	NCTC13441_02887	BW25113_1019	b1019
chiA1	putative chitinase II	2.37389756331596	1.3370874148242	1.69839818150229	X	X	X	X	X	X	X	X	X	X	BN373_18231	ERS227112_03669	ROD_12771	X	X	X	X	X	X	X	X	X	X
ynjE	thiosulfate sulfurtransferase homolog	2.06542097779047	1.49104507031837	2.03143138725923	X	X	X	X	X	X	2.06467278481737	2.01186936751748	1.71347583582672	4.5	BN373_18361	ERS227112_05520	ROD_13021	X	X	X	X	X	X	EC958_1978	NCTC13441_02123	BW25113_1757	b1757
ipdC	indole-3-pyruvate decarboxylase	1.9415980817328	1.93320294928257	2.14878385042911	2.24618956116839	2.17995550579293	2.05819960517464	2.16287358521822	1.48643770073868	1.81491892088043	X	X	X	X	BN373_34041	ERS227112_03839	ROD_28081	SL1344_2373	SL3261_2373	STMMW_24291	STM_MW24291	SEN2391	t0452	X	X	X	X
gabD_2	putative succinate-semialdehyde dehydrogenase (NAD(P)(+))	1.99019295247674	1.98302548618513	X	X	X	X	X	X	X	X	X	X	X	BN373_16251	ERS227112_03491	X	X	X	X	X	X	X	X	X	X	X
proP_2	transporter, major facilitator family	2.27827347861701	2.40693142356531	1.89687995328181	X	X	X	X	X	X	X	X	X	X	BN373_04921	ERS227112_02345	ROD_00081	X	X	X	X	X	X	X	X	X	X
norB	transporter, major facilitator family	2.33981371541707	1.88900653522617	2.23509754099265	X	X	X	X	X	X	X	X	X	X	BN373_19221	ERS227112_05364	ROD_30381	X	X	X	X	X	X	X	X	X	X
pgaB	biofilm PGA synthesis lipoprotein PgaB	2.14955583326343	2.0646980223999	X	X	X	X	X	X	X	2.9957191277334	3.27678992052615	3.18846808006929	4.5	BN373_01271	ERS227112_01993	X	X	X	X	X	X	X	EC958_1221	NCTC13441_02883	BW25113_1023	b1023
smvA	putative methyl viologen resistance protein SmvA	1.66306547557154	1.26427508378358	1.8371845787127	2.0022571411537	2.19521810674155	1.83105463958959	1.88798872298029	1.46930184016894	1.08414072067803	X	X	X	X	BN373_24581	ERS227112_04799	ROD_15661	SL1344_1505	SL3261_1505	STMMW_15691	STM_MW15691	SEN1481	t1485	X	X	X	X
wcaM	colanic acid biosynthesis protein	X	X	2.591927634196	2.20037884877706	2.28758969846044	1.93673980977755	2.20682918999951	2.00278402202243	2.36679823702125	2.85893892598817	2.903548394045	2.92350482592446	4.5	X	X	ROD_21791	SL1344_2076	SL3261_2076	STMMW_21301	STM_MW21301	SEN2095	t0773	EC958_2383	NCTC13441_01669	BW25113_2043	b2043
sglT	sodium/panthothenate symporter	2.71950912829929	3.49465260828632	2.9867572200484	X	X	X	X	X	X	X	X	X	X	BN373_04221	ERS227112_02269	ROD_48421	X	X	X	X	X	X	X	X	X	X
tctE	putative two-component system sensor kinase	X	X	1.67425242505448	2.17761711146411	2.06775452900439	1.75614760465594	1.78118718750512	1.71886395713508	1.50457094175112	X	X	X	X	X	X	ROD_31491	SL1344_2768	SL3261_2768	STMMW_27511	STM_MW27511	SEN2628	t2678	X	X	X	X
hsrA_4	transporter, major facilitator family	2.03112317596238	1.82186805788943	1.88838869719779	X	X	X	X	X	X	X	X	X	X	BN373_29861	ERS227112_04261	ROD_19571	X	X	X	X	X	X	X	X	X	X
pulD	pullulanase secretion envelope protein PulD	2.76526409119528	2.77184747036428	2.58922423560511	X	X	X	X	X	X	3.01933163160473	3.27640067916783	2.97721177007089	4.5	BN373_06501	ERS227112_02501	ROD_44971	X	X	X	X	X	X	EC958_3718	NCTC13441_00370	BW25113_3325	b3325
bglF	PTS system, beta-glucoside-specific EIIBCA component	2.38195513327406	1.89942833945633	X	X	X	X	X	X	X	2.23658059504512	2.23866056866226	2.5195695396246	4.5	BN373_31801	ERS227112_04002	X	X	X	X	X	X	X	EC958_4195	NCTC13441_04795	BW25113_3722	b3722
adhB	lactaldehyde reductase	2.52233329186753	2.4384196313159	2.03942515464562	2.08941027728212	2.202190107702	2.0584750462865	2.06519256708196	1.63230577548219	1.72518488563018	X	X	X	X	BN373_48391	ERS227112_00376	ROD_38501	SL1344_3993	SL3261_3993	STMMW_40091	STM_MW40091	SEN3835	t3575	X	X	X	X
hpaG	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase [includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	X	X	X	2.42678151898391	2.22153222925499	2.05394418146044	1.64677723054767	1.61370799710677	1.45147636629768	X	X	X	X	X	X	X	SL1344_1040	SL3261_1040	STMMW_11111	STM_MW11111	SEN0965	t1818	X	X	X	X
	putative glycosyl hydrolase	X	X	2.30969275740237	X	X	X	X	X	X	X	X	X	X	X	X	ROD_35721	X	X	X	X	X	X	X	X	X	X
tetA	MdtG family protein	2.38147478632513	2.49855167665719	2.4301590060754	2.16371680706387	2.31360787911024	2.22869257837075	2.25139949139731	1.88994584405153	2.26109539757318	X	X	X	X	BN373_08131	ERS227112_02675	ROD_04251	SL1344_0377	SL3261_0377	STMMW_04521	STM_MW04521	SEN0365	t2482	X	X	X	X
yesR	glycosyl hydrolase, family 88	2.27920104715578	2.17158548956272	2.09112254690496	2.16713523182594	2.25363595979945	1.98295738252488	1.93699276430155	1.86532933442942	1.65739239649708	X	X	X	X	BN373_29751	ERS227112_04272	ROD_19211	SL1344_1846	SL3261_1846	STMMW_18941	STM_MW18941	SEN1092	t0966	X	X	X	X
	putative exported protein	X	X	2.12369944265138	2.08602715778807	2.29389680707924	1.97308810355232	2.26329445461321	1.94232931346856	2.26528545500031	X	X	X	X	X	X	ROD_36451	SL1344_4178	SL3261_4178	STMMW_41921	STM_MW41921	SEN4011	t4148	X	X	X	X
tyrP_1	tryptophan/tyrosine permease family protein	2.15121976301969	2.40216242396327	2.06833234503518	X	X	X	X	X	X	X	X	X	X	BN373_44591	ERS227112_00761	ROD_43641	X	X	X	X	X	X	X	X	X	X
ydhS	conserved hypothetical protein	1.79226661780667	1.48998495871877	2.16929186997049	X	X	X	X	X	X	2.47995732985319	2.45957466363438	1.82139972198019	4.5	BN373_23311	ERS227112_04910	ROD_13901	X	X	X	X	X	X	EC958_1888	NCTC13441_02213	BW25113_1668	b1668
potF_2	ABC transporter, periplasmic substrate-binding protein	2.54013622468427	2.05463557738888	2.80351441027471	X	X	X	X	X	X	2.58199178730405	2.16090419315932	1.97963714802331	4.5	BN373_25061	ERS227112_04748	ROD_15941	X	X	X	X	X	X	EC958_1715	NCTC13441_02379	BW25113_1440	b1440
wcaL	putative glycosyl transferase	X	X	2.01720006363094	1.97779433269498	1.78777914736991	1.61142960915023	1.36783542332355	1.01867591144291	1.47794600440465	1.6217390835158	1.53319613577489	1.13209380288786	4.5	X	X	ROD_21801	SL1344_2077	SL3261_2077	STMMW_21311	STM_MW21311	SEN2096	t0772	EC958_2384	NCTC13441_01668	BW25113_2044	b2044
astB_1	putative succinylarginine dihydrolase	1.63928093406616	1.8039340019003	X	X	X	X	X	X	X	X	X	X	X	BN373_20521	ERS227112_05189	X	X	X	X	X	X	X	X	X	X	X
xylH	D-xylose ABC transporter, permease protein	1.87909366813101	1.68441864493835	X	X	X	X	X	X	X	1.97924896167033	2.08405335426458	1.73348944825019	4.5	BN373_45751	ERS227112_00647	X	X	X	X	X	X	X	EC958_3974	NCTC13441_00115	BW25113_3568	b3568
rutA	putative monooxygenase rutA	2.06893952068046	2.07019234965996	X	X	X	X	X	X	X	1.98619265829674	2.09585516590401	1.1845984557248	4.5	BN373_16531	ERS227112_03516	X	X	X	X	X	X	X	EC958_1209	NCTC13441_02893	BW25113_1012	b1012
yddW	conserved hypothetical protein	2.30699950225141	1.68863048546421	1.80455538429053	X	X	X	X	X	X	2.1906372889244	2.28774302649707	2.56061020835611	4.5	BN373_22491	ERS227112_04999	ROD_15351	X	X	X	X	X	X	EC958_1754	NCTC13441_02345	BW25113_1491	b1491
gltP_2	transporter, dicarboxylate/amino acid:cation (Na+ or H+) symporter (DAACS) family	2.36521311665028	2.06784948596149	2.52943697285394	X	X	X	X	X	X	X	X	X	X	BN373_31281	ERS227112_04056	ROD_19391	X	X	X	X	X	X	X	X	X	X
cobB	cobyrinic acid a,c-diamide synthase	2.28244909197723	2.55780573382272	2.02187867318886	1.6530840095007	2.09977151800311	1.74076921470505	1.54148535478167	1.58618691155294	1.71024111081992	X	X	X	X	BN373_38301	ERS227112_01470	ROD_21201	SL1344_2011	SL3261_2011	STMMW_20661	STM_MW20661	SEN2033	t0840	X	X	X	X
	putative ABC transporter ATP/GTP-binding protein	X	X	2.08158894728826	2.36296343047416	2.2678892675713	1.28348127375053	1.60305055413227	1.52397142789936	1.61201204752768	X	X	X	X	X	X	ROD_14731	SL1344_1421	SL3261_1421	STMMW_14911	STM_MW14911	SEN1559	t1412	X	X	X	X
	putative exported protein	X	X	2.37594469431001	2.20944594151315	2.46514663906575	2.05595600055427	2.44013200274262	2.39259848950408	2.57121317286798	X	X	X	X	X	X	ROD_43081	SL1344_4246	SL3261_4246	STMMW_42601	STM_MW42601	SEN4081	t4216	X	X	X	X
yjiM	putative 2-hydroxyglutaryl-CoA dehydratase, D-component	1.89029732160561	2.2482993395814	X	X	X	X	X	X	X	1.95785581667473	1.73791085351512	1.49017326185747	4.5	BN373_03901	ERS227112_02237	X	X	X	X	X	X	X	EC958_0069	NCTC13441_04057	BW25113_4335	b4335
	conserved domain protein	2.46675272073198	2.32938891439243	2.39068774484741	X	X	X	X	X	X	X	X	X	X	BN373_01351	ERS227112_02000	ROD_31971	X	X	X	X	X	X	X	X	X	X
iroB	putative glycosyltransferase	X	X	X	2.17629023955308	2.10841541180331	1.6830765964021	1.47142228973869	1.87763138848404	1.44032737268813	X	X	X	X	X	X	X	SL1344_2758	SL3261_2758	STMMW_27401	STM_MW27401	SEN2619	t2668	X	X	X	X
ycjN	putative ABC sugar transporter periplasmic binding protein	X	X	2.5356548744485	X	X	X	X	X	X	2.51431924334543	2.31042396695624	2.4335488097799	4.5	X	X	ROD_16991	X	X	X	X	X	X	EC958_1641	NCTC13441_02455	BW25113_1310	b1310
cusC	cation efflux system protein CusC	2.35031621996658	2.19460141046422	X	X	X	X	X	X	X	3.2011563255024	3.11525287673497	2.61668719828429	4.5	BN373_03641	ERS227112_02210	X	X	X	X	X	X	X	EC958_0679	NCTC13441_03435	BW25113_0572	b0572
togA	oligogalacturonide ABC transporter, ATP-binding protein	2.27815571002425	2.20864243528854	1.74221503763979	X	X	X	X	X	X	X	X	X	X	BN373_38891	ERS227112_01408	ROD_28881	X	X	X	X	X	X	X	X	X	X
uxuA_1	putative mannonate dehydratase	2.23935259762575	2.13127840484572	2.21561721261397	X	X	X	X	X	X	X	X	X	X	BN373_42701	ERS227112_00977	ROD_46091	X	X	X	X	X	X	X	X	X	X
fliD	flagellar filament capping protein	X	X	2.34326928771832	2.04679841432662	2.36076250659679	2.04160451669069	1.80181453744982	2.30292759201015	2.23579090990994	2.1845612596462	1.70586147226539	1.93708520673244	4.5	X	X	ROD_20081	SL1344_1889	SL3261_1889	STMMW_19401	STM_MW19401	SEN1048	t0917	EC958_2192	NCTC13441_01900	BW25113_1924	b1924
pobA	4-hydroxybenzoate 3-monooxygenase	2.10502206572009	2.51399425489855	2.09380928195523	X	X	X	X	X	X	X	X	X	X	BN373_04431	ERS227112_02293	ROD_48651	X	X	X	X	X	X	X	X	X	X
	methionine synthase, vitamin-B12 independent family protein	2.22421159305818	1.82107918962493	1.78820959307676	X	X	X	X	X	X	X	X	X	X	BN373_21831	ERS227112_05064	ROD_14981	X	X	X	X	X	X	X	X	X	X
dctD	phosphoglycerate transport system activator protein	1.98440848517997	1.99963316517308	X	2.12919558913512	2.28526648462128	2.2897794775871	2.17871155581043	1.89401575710952	2.48586199032606	X	X	X	X	BN373_22961	ERS227112_04947	X	SL1344_2364	SL3261_2364	STMMW_24171	STM_MW24171	SEN2382	t0462	X	X	X	X
cbiD	cobalamin biosynthesis protein CbiD	1.9982770450655	2.30476587369777	1.62517893298148	1.84780973661754	1.94518533447515	1.68324046708776	1.38679297792375	1.25769544601381	1.41305920316832	X	X	X	X	BN373_38271	ERS227112_01473	ROD_21171	SL1344_2008	SL3261_2008	STMMW_20631	STM_MW20631	SEN2030	t0842	X	X	X	X
abgR_1	transcriptional regulator, LysR family	2.47720256270725	2.23847573063693	1.80119619908832	X	X	X	X	X	X	X	X	X	X	BN373_46931	ERS227112_00528	ROD_31631	X	X	X	X	X	X	X	X	X	X
ecpC	conserved hypothetical protein	1.9337462444286	2.36944767030479	2.89337609614347	X	X	X	X	X	X	2.16942583514764	2.30937825047834	2.07603540035285	4.5	BN373_07811	ERS227112_02643	ROD_29221	X	X	X	X	X	X	EC958_0436	NCTC13441_03679	BW25113_0291	b0291
ssuD	alkanesulfonate monooxygenase, FMNH(2)-dependent	1.95996523696745	2.02004282337293	1.69589937730434	X	X	X	X	X	X	2.10979219497665	1.74023112972775	1.97376153542044	4.5	BN373_15831	ERS227112_03456	ROD_10041	X	X	X	X	X	X	EC958_1146	NCTC13441_02954	BW25113_0935	b0935
	putative glycosyl transferase	X	X	1.94751208874372	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43331	X	X	X	X	X	X	X	X	X	X
cadC	transcriptional activator CadC	2.99627476123411	3.03288668203883	X	2.84444408901654	2.87846120969267	2.84776574728381	3.18769095398302	2.81484814986816	3.41671754638527	3.02683604427483	3.22579230855326	3.64566731258748	4.5	BN373_10621	ERS227112_02921	X	SL1344_2519	SL3261_2519	STMMW_25741	STM_MW25741	SEN2537	t0299	EC958_4623	NCTC13441_04322	BW25113_4133	b4133
	conserved hypothetical protein	2.54242576945918	2.41946402323147	2.30738807902738	2.16781801029636	2.32401550300794	2.29830104157445	2.59012200752275	2.28226897280901	2.47629023365971	X	X	X	X	BN373_09641	ERS227112_02826	ROD_05521	SL1344_0502	SL3261_0502	STMMW_05791	STM_MW05791	SEN0490	t2351	X	X	X	X
phnM	phosphonate metabolism protein PhnM	2.12917496951131	2.28824720231567	X	X	X	X	X	X	X	2.06297819479291	1.79903412647357	1.22897432431083	4.5	BN373_01051	ERS227112_01969	X	X	X	X	X	X	X	EC958_4576	NCTC13441_04368	BW25113_4095	b4095
	conserved hypothetical protein	1.80879799383192	1.79970949635588	1.85091183141361	X	X	X	X	X	X	X	X	X	X	BN373_04191	ERS227112_02266	ROD_48391	X	X	X	X	X	X	X	X	X	X
ybdL	aminotransferase, classes I and II	2.4634859075293	2.32832642023207	X	1.89777794624457	1.94096287431165	1.70498950148737	1.76010063637628	1.51361091341133	1.09430965736002	2.14240866137684	2.11304209652402	2.2310251848968	4.5	BN373_12241	ERS227112_03084	X	SL1344_0591	SL3261_0591	STMMW_06681	STM_MW06681	SEN0572	t2265	EC958_0721	NCTC13441_03394	BW25113_0600	b0600
efeO	conserved hypothetical protein	2.26696820452323	2.00528620085992	1.70925576005964	X	X	X	X	X	X	1.8894906586277	1.86261546056482	1.91322316879046	4.5	BN373_16611	ERS227112_03524	ROD_10721	X	X	X	X	X	X	EC958_1216	NCTC13441_02888	BW25113_1018	b1018
nasF	nitrate ABC transporter, periplasmic nitrate-binding protein	2.1567775949427	1.64376463696175	2.25201414771048	X	X	X	X	X	X	X	X	X	X	BN373_28171	ERS227112_04445	ROD_17911	X	X	X	X	X	X	X	X	X	X
agaS	tagatose-6-phosphate ketose/aldose isomerase	X	X	X	X	X	X	X	X	X	1.7929338094568	1.71485535490622	1.13397605559898	4.5	X	X	X	X	X	X	X	X	X	EC958_3540	NCTC13441_00555	BW25113_3136	b3136
	putative pyridoxal phosphate-dependent enzyme	2.45459652322403	2.66278125813728	1.81519939926044	2.4243216286327	2.33350212513018	2.3811049152126	2.37310581292778	1.9107089543205	1.36397222875138	X	X	X	X	BN373_02501	ERS227112_02115	ROD_33051	SL1344_4376	SL3261_4376	STMMW_43891	STM_MW43891	SEN4195	t4480	X	X	X	X
flgE	flagellar hook protein	X	X	2.0578764705153	2.46213843565435	2.45750922362406	2.03714024816274	2.33408563431591	1.61317116174626	2.09219163438167	2.44672454164101	2.08360021359635	2.41670911335272	4.5	X	X	ROD_03081	SL1344_1114	SL3261_1114	STMMW_11851	STM_MW11851	SEN1871	t1743	EC958_1271	NCTC13441_02836	BW25113_1076	b1076
fucO	lactaldehyde reductase	2.22664406518402	2.34854395475551	X	1.74018216627271	1.85766537342005	1.2673748885948	1.2498761926536	1.57415005586169	1.60404320451148	2.17847645484059	2.28290079096281	2.44907638188161	4.5	BN373_37971	ERS227112_01507	X	SL1344_2953	SL3261_2953	STMMW_29361	STM_MW29361	SEN2818	t2881	EC958_3069	NCTC13441_00976	BW25113_2799	b2799
	gluconate 2-dehydrogenase, flavoprotein subunit	2.20443292922526	1.74326007860747	1.88474053854324	X	X	X	X	X	X	X	X	X	X	BN373_26681	ERS227112_04594	ROD_10551	X	X	X	X	X	X	X	X	X	X
pgtC	phosphoglycerate transport system regulatory protein	2.19997561361991	2.07062514243092	X	1.78858407028201	1.92247474404703	1.678809230894	2.00808879254203	1.66149930348672	2.1493280287506	X	X	X	X	BN373_22981	ERS227112_04945	X	SL1344_2366	SL3261_2366	STMMW_24191	STM_MW24191	SEN2384	t0460	X	X	X	X
wza	colanic acid export protein; outer membrane auxillary lipoprotein	X	X	3.03273342676767	2.23287120466659	2.40972561285513	2.33840493256323	2.21734911265267	2.37504589657994	2.72118521106956	2.60428868399698	2.62949518089376	2.63881318718292	4.5	X	X	ROD_21981	SL1344_2095	SL3261_2095	STMMW_21501	STM_MW21501	SEN2114	t0754	EC958_2402	NCTC13441_01650	BW25113_2062	b2062
ycjQ	putative Zn-dependent NAD(P)-binding oxidoreductase	X	X	1.94153718255057	X	X	X	X	X	X	2.12417127500378	2.04561685554653	1.41334630737653	4.5	X	X	ROD_16961	X	X	X	X	X	X	EC958_1644	NCTC13441_02452	BW25113_1313	b1313
	putative type I secretion protein	X	X	2.2382049633446	2.60184989983855	2.59717583169225	2.22338118177373	1.98494241008799	1.9130409155415	1.85429090408915	X	X	X	X	X	X	ROD_25711	SL1344_2662	SL3261_2662	STMMW_27041	STM_MW27041	SEN2610	t2644	X	X	X	X
