Gene	Product	EnClNCTC9394.II	KlPnEcl8.II	KlPnRH201207.II	CiRoICC168.II	SaTySL1344.II	SaTySL3261.II	SaTyD23580.II	SaTyA130.II	SaEnP125109.II	SaTyTy2.II	EsCoEC958.II	EsCoST131.II	EsCoBW25113.II	EsCoMG1655.II	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoBW25113.locus.tag	EsCoMG1655.locus.tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no.1	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in	path_id	path_name
tktA	transketolase	1.06184058005239	1.9858802308431	1.64530687001315	2.00414884225202	2.06064764692249	1.65030957553898	1.801701349859	1.18728298838803	1.46275081656323	-1.85162595557877	1.57516945508889	0.930322111845652	1.91408077418235	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	BW25113_2935	b2935	2	3	2	3	2	2	2	2	2	2	3	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	md:eco_M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
tktA	transketolase	1.06184058005239	1.9858802308431	1.64530687001315	2.00414884225202	2.06064764692249	1.65030957553898	1.801701349859	1.18728298838803	1.46275081656323	-1.85162595557877	1.57516945508889	0.930322111845652	1.91408077418235	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	BW25113_2935	b2935	2	3	2	3	2	2	2	2	2	2	3	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	md:eco_M00004	Pentose phosphate pathway (Pentose phosphate cycle)
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00646	Multidrug resistance, efflux pump AcrAD-TolC
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00647	Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00697	Multidrug resistance, efflux pump MdtEF-TolC
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00709	Macrolide resistance, MacAB-TolC transporter
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00696	Multidrug resistance, efflux pump AcrEF-TolC
ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	-4.5	-4.5	-4.5	-0.805578054221674	-4.5	-4.5	-1.83732141987756	-1.11074108743517	-0.99781489912995	-4.5	-2.2153064271896	-4.5	-4.5	-4.5	ENC_32880	BN373_41061	ERS227112_01154	ROD_35901	SL1344_3168	SL3261_3168	STMMW_31561	STM_MW31561	SEN3037	t3115	EC958_3451	NCTC13441_00647	BW25113_3041	b3041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
hldE	D-alpha,beta-D-heptose 7-phosphate 1-kinase /D-beta-D-heptose 1-phosphate adenylyltransferase	0.414571297273986	-4.5	-4.5	0.202963429389269	1.22895834955432	1.28218677951999	1.33211181857147	-0.100406793184627	0.859470547770398	-4.5	-2.30601002186602	-0.290183689008764	1.661108186274	4.5	ENC_32900	BN373_41091	ERS227112_01150	ROD_35951	SL1344_3173	SL3261_3173	STMMW_31611	STM_MW31611	SEN3042	t3120	EC958_3456	NCTC13441_00640	BW25113_3052	b3052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00064	ADP-L-glycero-D-manno-heptose biosynthesis
folB	dihydroneopterin aldolase	-1.32179496380033	0.470931761886783	-4.5	-0.223041431858425	-1.39153659398809	-4.5	-0.551542549554136	-4.5	-0.690822218820636	-4.5	-0.553135074832927	-1.01977715982915	-4.5	4.5	ENC_32980	BN373_41151	ERS227112_01144	ROD_36031	SL1344_3179	SL3261_3179	STMMW_31671	STM_MW31671	SEN3048	t3126	EC958_3463	NCTC13441_00634	BW25113_3058	b3058	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00126	Tetrahydrofolate biosynthesis, GTP => THF
rpsU	SSU ribosomal protein S21P	-4.5	-0.0593446573305234	-4.5	-0.39285187026301	-0.183887576531634	-0.89498439439186	0.658035411486869	1.09903046438517	-0.579264142298088	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_33100	BN373_41271	ERS227112_01133	ROD_36171	SL1344_3183	SL3261_3183	STMMW_31701	STM_MW31701	SEN3052	t3129	EC958_3471	NCTC13441_00627	BW25113_3065	b3065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
pnp	Polyribonucleotide nucleotidyltransferase	2.6256655635781	2.37976488033979	1.86351063767945	2.18462217783557	2.05563378435157	1.98433049975528	2.07472010622577	1.5707947603683	1.90393572892655	2.09080566376107	1.94828271210367	1.59306313325108	-1.39944678625613	4.5	ENC_414added	BN373_42241	ERS227112_01029	ROD_46681	SL1344_3255	SL3261_3255	STMMW_32821	STM_MW32821	SEN3117	t3200	EC958_3566	NCTC13441_00531	BW25113_3164	b3164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00394	RNA degradosome
rpsO	SSU ribosomal protein S15P	-0.989744566345846	-0.297648521427525	-4.5	0.425218196215523	0.495212986754945	0.460625590554529	0.67453562841661	-4.5	0.487733727380878	-4.5	-0.54600881069071	X	-4.5	4.5	ENC_34030	BN373_42251	ERS227112_01026A	ROD_46671	SL1344_3256	SL3261_3256	STMMW_32831	STM_MW32831	SEN3118	t3201	EC958_3567	X	BW25113_3165	b3165	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	md:eco_M00178	Ribosome, bacteria
secG	protein translocase subunit secG	2.09321407283568	2.04065037898178	-4.5	1.62678561599654	2.20024018992907	2.37176191810307	1.33335757260353	1.82616656738608	1.70022360674229	1.56848924368541	2.1736111758693	1.63478221672988	-4.5	4.5	ENC_34100	BN373_42351	ERS227112_01014	ROD_46581	SL1344_3264	SL3261_3264	STMMW_32911	STM_MW32911	SEN3126	t3210	EC958_3575	NCTC13441_00518	BW25113_3175	b3175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
folP	Dihydropteroate synthase	-0.128565573937143	-0.337913074356849	2.25654844268556	-0.706302713080348	2.24077600908268	2.40979284949453	2.17731280367363	1.9933814455758	-0.114434767615383	2.20864986561286	2.09550120280724	1.64455551317813	-4.5	4.5	ENC_34120	BN373_42371	ERS227112_01012	ROD_46441	SL1344_3266	SL3261_3266	STMMW_32931	STM_MW32931	SEN3128	t3212	EC958_3577	NCTC13441_00516	BW25113_3177	b3177	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00126	Tetrahydrofolate biosynthesis, GTP => THF
hflB	membrane protease FtsH catalytic subunit	-4.5	-1.5700872784183	-4.5	-1.52570676124569	-4.5	0.0125490402162357	-1.52228863854875	-4.5	-3.42139279567475	-4.5	-3.18381369807191	-2.76762603005777	-1.66769915114054	-4.5	ENC_34130	BN373_42381	ERS227112_01011	ROD_46431	SL1344_3268	SL3261_3268	STMMW_32951	STM_MW32951	SEN3129	t3213	EC958_3578	NCTC13441_00515	BW25113_3178	b3178	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00742	Aminoglycoside resistance, protease FtsH
rpmA	LSU ribosomal protein L27P	-0.954472333307816	-4.5	-4.5	-4.5	-4.5	-4.5	-0.212206595012058	-4.5	-1.41130562272863	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_34220	BN373_42451	ERS227112_01003	ROD_46351	SL1344_3275	SL3261_3275	STMMW_33021	STM_MW33021	SEN3136	t3220	EC958_3585	NCTC13441_00507	BW25113_3185	b3185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplU	LSU ribosomal protein L21P	-1.14119981977694	-4.5	-4.5	-4.5	-4.5	-0.613041961016652	-4.5	-4.5	-0.4991997814685	-4.5	-1.34864772493924	-4.5	-4.5	-4.5	ENC_34230	BN373_42461	ERS227112_01002	ROD_46342	SL1344_3276	SL3261_3276	STMMW_33031	STM_MW33031	SEN3137	t3221	EC958_3586	NCTC13441_00506	BW25113_3186	b3186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
lptB	ABC-type (unclassified) transport system, ATPase component	-4.5	-1.27117219934664	-4.5	-1.62893140028142	-4.5	-2.15394432395015	-1.2477665122768	-4.5	-1.0499903172732	-4.5	-0.562498781899851	-4.5	-4.5	-4.5	ENC_34380	BN373_42611	ERS227112_00987	ROD_46191	SL1344_3291	SL3261_3291	STMMW_33181	STM_MW33181	SEN3152	t3236	EC958_3601	NCTC13441_00491	BW25113_3201	b3201	54	91	87	58	45	45	45	44	45	45	55	56	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00320	Lipopolysaccharide export system
rpsI	SSU ribosomal protein S9P	0.211817286471454	0.438134831375355	-0.770301132715024	0.608849605994985	0.889182893915796	0.0452941070682329	0.837307761789155	-4.5	0.121456953672727	-0.723788940351788	0.660242729153018	-1.19298461676657	-4.5	4.5	ENC_34730	BN373_42791	ERS227112_00968	ROD_45931	SL1344_3316	SL3261_3316	STMMW_33431	STM_MW33431	SEN3177	t3260	EC958_3622	NCTC13441_00469	BW25113_3230	b3230	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplM	LSU ribosomal protein L13P	-4.5	-4.5	-4.5	-1.24764497931359	-1.59621797115657	-1.65175006306791	-4.5	-0.610214618990547	-0.120045611688848	-4.5	-1.78400816815591	-4.5	-4.5	-4.5	ENC_34740	BN373_42801	ERS227112_00967	ROD_45921	SL1344_3317	SL3261_3317	STMMW_33441	STM_MW33441	SEN3178	t3261	EC958_3623	NCTC13441_00468	BW25113_3231	b3231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
accB	biotin carboxyl carrier protein	-1.55705388884512	-0.837167369692786	-4.5	-4.5	-1.71065807893899	-4.5	-4.5	X	-1.32141130169727	-4.5	-4.5	-4.5	-0.884042109266414	-4.5	ENC_35030	BN373_43051	ERS227112_00942	ROD_45591	SL1344_3352	SL3261_3352	STMMW_33771	X	SEN3213	t3294	EC958_3647	NCTC13441_00446	BW25113_3255	b3255	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	md:eco_M00082	Fatty acid biosynthesis, initiation
accC	Biotin carboxylase	-2.10026286727443	-4.5	-4.5	-1.53139327662711	-2.692960714584	-2.75607925553304	-1.25223913532963	-4.5	-3.06611203839307	-4.5	-2.10377919025805	-4.5	-4.5	-4.5	ENC_35050	BN373_43061	ERS227112_00941	ROD_45581	SL1344_3353	SL3261_3353	STMMW_33781	STM_MW33781	SEN3214	t3295	EC958_3648	NCTC13441_00445	BW25113_3256	b3256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00082	Fatty acid biosynthesis, initiation
rplQ	LSU ribosomal protein L17P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.733827929263287	-4.5	-1.82138677619814	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25090	BN373_43311	ERS227112_00891	ROD_45271	SL1344_3381	SL3261_3381	STMMW_34071	STM_MW34071	SEN3242	t4091	EC958_3688	NCTC13441_00401	BW25113_3294	b3294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpoA	DNA-directed RNA polymerase subunit alpha	-4.5	-1.59025749093398	-4.5	-1.9123133571591	-1.78800219498058	-2.54379850826267	-1.2732620987767	-4.5	-0.280778131019013	-4.5	-1.7848410138114	-4.5	-4.5	-4.5	ENC_25100	BN373_43321	ERS227112_00890	ROD_45261	SL1344_3382	SL3261_3382	STMMW_34081	STM_MW34081	SEN3243	t4090	EC958_3689	NCTC13441_00400	BW25113_3295	b3295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00183	RNA polymerase, bacteria
rpsD	30S ribosomal protein S4	-1.91924202935795	-0.430866217724202	-4.5	-4.5	-1.32255403283674	-1.38503384323095	-4.5	-4.5	-1.20061544692033	-4.5	-1.31876296804207	-1.6599213711714	-4.5	-4.5	ENC_304added	BN373_43331	ERS227112_00889	ROD_45251	SL1344_3383	SL3261_3383	STMMW_34091	STM_MW34091	SEN3244	t4089	EC958_5072	NCTC13441_00399	BW25113_3296	b3296	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsK	SSU ribosomal protein S11P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.595974474631828	-4.5	-0.98737123957184	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25120	BN373_43341	ERS227112_00887B	ROD_45241	SL1344_3384	SL3261_3384	STMMW_34101	STM_MW34101	SEN3245	t4088	EC958_3691	NCTC13441_00398	BW25113_3297	b3297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsM	30S ribosomal protein S13	-4.5	-4.5	-4.5	-0.896261546525322	-1.46734499109181	-1.52964077297032	-4.5	-4.5	-1.05664003823808	-4.5	-4.5	-4.5	-4.5	4.5	ENC_305added	BN373_43351	ERS227112_00887A	ROD_45231	SL1344_3385	SL3261_3385	STMMW_34111	STM_MW34111	SEN3246	t4087	EC958_3692	NCTC13441_1added	BW25113_3298	b3298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpmJ	50S ribosomal subunit protein L36	X	X	X	0.902972834183816	0.331343642117916	1.18542841042864	1.35576983062407	-4.5	1.14803873882168	0.476128834395111	-4.5	-4.5	1.59083025065641	4.5	X	X	X	ROD_45222	SL1344_3386	SL3261_3386	STMMW_34121	STM_MW34121	SEN3247	t4086	EC958_5073	NCTC13441_00396	BW25113_3299	b3299	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
secY	protein translocase subunit secY/sec61 alpha	-2.68502228964178	-1.88804381563936	-2.55557564634013	-2.20923036694063	-2.78107976421113	-2.15011186440265	-0.593567775316216	-1.78231369689272	-1.4534033494401	-4.5	-2.77618149703812	-4.5	-4.5	-4.5	ENC_25140	BN373_43361	ERS227112_00887	ROD_45221	SL1344_3387	SL3261_3387	STMMW_34131	STM_MW34131	SEN3248	t4085	EC958_3693	NCTC13441_00395	BW25113_3300	b3300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
rplO	LSU ribosomal protein L15P	-4.5	-4.5	-1.43748318041818	-0.398267744886608	-4.5	-4.5	-1.55723056803003	-0.665944869075186	-0.846430889213834	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25150	BN373_43371	ERS227112_00886	ROD_45211	SL1344_3388	SL3261_3388	STMMW_34141	STM_MW34141	SEN3249	t4084	EC958_3694	NCTC13441_00394	BW25113_3301	b3301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpmD	LSU ribosomal protein L30P	-4.5	-4.5	-4.5	-4.5	-0.780500864913725	-4.5	-4.5	-4.5	-0.36720300620457	-4.5	-4.5	-4.5	0.0759810425156433	-4.5	ENC_25160	BN373_43381	ERS227112_00885	ROD_45201	SL1344_3389	SL3261_3389	STMMW_34151	STM_MW34151	SEN3250	t4083	EC958_3695	NCTC13441_00393	BW25113_3302	b3302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsE	ribosomal protein S5, bacterial/organelle type	-4.5	-4.5	-1.58458613546294	-1.23895927944367	-1.11981219762701	-4.5	-1.01259733183687	-4.5	-0.706313151523362	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25170	BN373_43391	ERS227112_00884	ROD_45191	SL1344_3390	SL3261_3390	STMMW_34161	STM_MW34161	SEN3251	t4082	EC958_3696	NCTC13441_00392	BW25113_3303	b3303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplR	LSU ribosomal protein L18P	-1.36762404524643	-4.5	-4.5	-4.5	-4.5	-4.5	-0.66309336024406	-4.5	-1.04915830163893	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25180	BN373_43401	ERS227112_00883	ROD_45181	SL1344_3391	SL3261_3391	STMMW_34171	STM_MW34171	SEN3252	t4081	EC958_3697	NCTC13441_00391	BW25113_3304	b3304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplF	LSU ribosomal protein L6P	-4.5	-4.5	-4.5	-1.29783279691193	-4.5	-1.24132236672971	-0.667381431947655	-4.5	-1.45834909746488	-4.5	-1.86596057727353	-4.5	-4.5	-4.5	ENC_25190	BN373_43411	ERS227112_00882	ROD_45171	SL1344_3392	SL3261_3392	STMMW_34181	STM_MW34181	SEN3253	t4080	EC958_3698	NCTC13441_00390	BW25113_3305	b3305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsH	SSU ribosomal protein S8P	-4.5	-4.5	-4.5	-4.5	-1.56732711743357	-4.5	-4.5	-4.5	-1.84538090379511	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25200	BN373_43421	ERS227112_00881	ROD_45161	SL1344_3393	SL3261_3393	STMMW_34191	STM_MW34191	SEN3254	t4079	EC958_3699	NCTC13441_00389	BW25113_3306	b3306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsN	SSU ribosomal protein S14P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.157778104186666	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25210	BN373_43431	ERS227112_00880	ROD_45151	SL1344_3394	SL3261_3394	STMMW_34201	STM_MW34201	SEN3255	t4078	EC958_3700	NCTC13441_00388	BW25113_3307	b3307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplE	Ribosomal protein L5	-4.5	-4.5	-4.5	-4.5	-1.18852020932579	-4.5	-4.5	-4.5	-0.772576181431869	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25220	BN373_43441	ERS227112_00879	ROD_45141	SL1344_3395	SL3261_3395	STMMW_34211	STM_MW34211	SEN3256	t4077	EC958_3701	NCTC13441_00387	BW25113_3308	b3308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplX	LSU ribosomal protein L24P	-4.5	-4.5	-4.5	-4.5	-0.653298992107116	-4.5	-4.5	-4.5	-0.524398179731314	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25230	BN373_43451	ERS227112_00878	ROD_45131	SL1344_3396	SL3261_3396	STMMW_34221	STM_MW34221	SEN3257	t4076	EC958_3702	NCTC13441_00386	BW25113_3309	b3309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplN	LSU ribosomal protein L14P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.714481497190812	-0.514774526377794	-1.09657142792432	-4.5	-1.50504805543587	-4.5	-0.652760797908275	-4.5	ENC_25240	BN373_43461	ERS227112_00877	ROD_45112	SL1344_3397	SL3261_3397	STMMW_34231	STM_MW34231	SEN3258	t4075	EC958_3703	NCTC13441_00385	BW25113_3310	b3310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsQ	30S ribosomal protein S17	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	4.5	ENC_25250	BN373_43471	ERS227112_00876	ROD_45111	SL1344_3398	SL3261_3398	STMMW_34241	STM_MW34241	SEN3259	t4074	EC958_3704	NCTC13441_00384	BW25113_3311	b3311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpmC	LSU ribosomal protein L29P	-4.5	-4.5	-4.5	-4.5	-0.856343297117406	-4.5	X	X	-0.43845829645537	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25260	BN373_43481	ERS227112_00875	ROD_45101	SL1344_3399	SL3261_3399	X	X	SEN3260	t4073	EC958_3705	NCTC13441_00383	BW25113_3312	b3312	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplP	LSU ribosomal protein L16P	-4.5	-4.5	-4.5	-4.5	-1.61316132304119	-4.5	0.43823675642048	-4.5	-1.19505082983642	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25270	BN373_43491	ERS227112_00874	ROD_45091	SL1344_3400	SL3261_3400	STMMW_34251	STM_MW34251	SEN3261	t4072	EC958_3706	NCTC13441_00382	BW25113_3313	b3313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsC	SSU ribosomal protein S3P	-2.0522415226197	-4.5	-4.5	-1.56839597756631	-1.45434028469782	-4.5	-4.5	-1.14874668826798	-1.32341028389466	-4.5	-2.13790737195828	-4.5	-4.5	-4.5	ENC_25280	BN373_43501	ERS227112_00873	ROD_45081	SL1344_3401	SL3261_3401	STMMW_34261	STM_MW34261	SEN3262	t4071	EC958_3707	NCTC13441_00381	BW25113_3314	b3314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplV	LSU ribosomal protein L22P	-4.5	-4.5	-4.5	-0.133483044249231	-4.5	-4.5	-4.5	-4.5	-0.987064235835178	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25290	BN373_43511	ERS227112_00872	ROD_45071	SL1344_3402	SL3261_3402	STMMW_34271	STM_MW34271	SEN3263	t4070	EC958_3708	NCTC13441_00380	BW25113_3315	b3315	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsS	SSU ribosomal protein S19P	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.12846289996599	-4.5	-0.120289633252938	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25300	BN373_43521	ERS227112_00871	ROD_45061	SL1344_3403	SL3261_3403	STMMW_34281	STM_MW34281	SEN3264	t4069	EC958_3709	NCTC13441_00379	BW25113_3316	b3316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
