Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
gcd	quinoprotein glucose dehydrogenase	2.87363980389605	2.48589319044782	2.29021910016601	2.36046816440264	3.00258203107065	2.68549431218242	2.6510750223333	2.63519984088294	2.11605170372132	1.71435702206347	2.48945901087927	2.49599548580713	2.33868809384317	4.5	ENC_46400	BN373_06221	ERS227112_02473	ROD_01361	SL1344_0170	SL3261_0170	STMMW_01751	STM_MW01751	SEN0174	t0174	EC958_0266	NCTC13441_03857	BW25113_0124	b0124
pka	Acyl-CoA synthetase (NDP forming)	2.61271423736004	2.23945942925751	1.7046125662299	2.36190159759195	2.11345135869226	2.16144894675927	2.00614543662217	1.59982726978346	1.80205144621553	1.97589778246992	2.15583332923132	2.07520596297128	2.01760307962694	4.5	ENC_36760	BN373_35651	ERS227112_00006	ROD_25291	SL1344_2615	SL3261_2615	STMMW_26711	STM_MW26711	SEN2578	t0259	EC958_2890	NCTC13441_01155	BW25113_2584	b2584
lon	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	2.06496592811897	2.39779395704871	1.9087079951866	2.06424888628334	1.50759251047995	2.24053360170362	1.91280874096696	0.803514575880009	1.78943164577723	-0.370141838626036	2.36616927629841	1.67218633762832	1.59418222899956	4.5	ENC_23050	BN373_08901	ERS227112_02753	ROD_04941	SL1344_0444	SL3261_0444	STMMW_05211	STM_MW05211	SEN0432	t2410	EC958_0578	NCTC13441_03539	BW25113_0439	b0439
mrcB	penicillin-binding protein 1B	2.84191405770162	2.48891004559601	2.319141701366	2.17336729901363	2.76026084017752	2.72355368128967	2.56371214601655	2.40184220277547	1.92746312808782	1.86675285497569	2.48401087739085	2.20092736970333	2.63091650433298	4.5	ENC_46650	BN373_06551	ERS227112_02505	ROD_01531	SL1344_0191	SL3261_0191	STMMW_01961	STM_MW01961	SEN0195	t0198	EC958_0292	NCTC13441_03831	BW25113_0149	b0149
glgP	glycogen/starch/alpha-glucan phosphorylases	2.73395045748386	2.83544084378379	2.66367836660336	2.47214372871253	2.55905700714832	2.57277630366072	2.51191331850727	2.7094363873581	2.29749283328492	2.15112301126577	2.31917156433297	2.22610058989537	2.48519322842956	4.5	ENC_26220	BN373_44321	ERS227112_00791	ROD_43971	SL1344_3501	SL3261_3501	STMMW_35231	STM_MW35231	SEN3358	t3986	EC958_3822	NCTC13441_00271	BW25113_3428	b3428
thrA	aspartate kinase /homoserine dehydrogenase	2.74893171139685	2.44673505397709	2.33961621311657	1.942615542339	2.26080775171868	2.41453546861541	2.09633448835882	1.85624638915021	1.5521163258679	1.65993568315131	2.3242793426103	2.35401675171577	2.217574845427	4.5	ENC_45260	BN373_04841	ERS227112_02337	ROD_00011	SL1344_0002	SL3261_0002	STMMW_00011	STM_MW00011	SEN0001	t0002	EC958_0135	NCTC13441_03990	BW25113_0002	b0002
kdpD	Osmosensitive K+ channel histidine kinase	2.00142740225376	2.2335323354219	2.33290176246161	2.11555019328401	2.34712403884582	2.24676199873324	2.01138542756366	1.97091851070698	1.41724427347453	1.61978929553246	2.2014951579115	2.29860362631694	1.99990657887212	4.5	ENC_20340	BN373_12851	ERS227112_03155	ROD_07011	SL1344_0685	SL3261_0685	STMMW_07611	STM_MW07611	SEN0667	t2173	EC958_0811	NCTC13441_03299	BW25113_0695	b0695
yaeT	outer membrane protein assembly complex, YaeT protein	-3.03868118436454	-1.44418018914035	-2.88479843842431	-2.58040601267811	-4.5	-3.0442366429824	-1.59989194313646	-2.24779391563462	-1.39740532057468	-2.67713600223781	-4.5	-4.5	-4.5	-4.5	ENC_47000	BN373_06821	ERS227112_02532	ROD_01801	SL1344_0225	SL3261_0225	STMMW_02301	STM_MW02301	SEN0231	t0225	EC958_0323	NCTC13441_03799	BW25113_0177	b0177
plsB	glycerol-3-phosphate acyltransferase	-4.5	-2.54528329210282	-4.5	-1.01757502027355	-4.5	-2.79100109120881	-1.72991077498623	-4.5	-1.58563644698866	-4.5	-2.39103809311477	-3.14491422175877	-4.5	-4.5	ENC_04720	BN373_00361	ERS227112_01901	ROD_37051	SL1344_4172	SL3261_4172	STMMW_41851	STM_MW41851	SEN4004	t4141	EC958_4497	NCTC13441_04445	BW25113_4041	b4041
pheT	phenylalanyl-tRNA synthetase beta subunit	-4.5	-4.5	-4.5	-4.5	-2.84071655360559	-4.5	-1.47055708572236	-4.5	-1.24475175619892	-4.5	-2.73721205398399	-4.5	-4.5	-4.5	ENC_14130	BN373_27611	ERS227112_04498	ROD_13421	SL1344_1272	SL3261_1272	STMMW_13451	STM_MW13451	SEN1706	t1219	EC958_1935	NCTC13441_02166	BW25113_1713	b1713
metL	aspartate kinase /homoserine dehydrogenase	2.93796051033148	2.52860823132254	2.16961224180729	2.30046293412598	2.40152759576554	2.10327448519376	2.29378423732129	2.2534288469658	1.70093771434577	0.732584767391954	2.391815089516	2.24291646981295	1.75350369256218	4.5	ENC_01020	BN373_48671	ERS227112_00348	ROD_38031	SL1344_4050	SL3261_4050	STMMW_40661	STM_MW40661	SEN3891	t3517	EC958_4425	NCTC13441_04560	BW25113_3940	b3940
pflB	formate acetyltransferase 1	2.48175965529841	2.51496435544988	1.909811972249	2.33439034741642	2.10818391373208	2.25167333263125	1.80553651605905	1.25543866078265	1.86070165449065	2.09703089326922	2.27569320615903	1.7927671202046	2.26967639686311	4.5	ENC_17810	BN373_15471	ERS227112_03419	ROD_09721	SL1344_0910	SL3261_0910	STMMW_09841	STM_MW09841	SEN0877	t1961	EC958_1059	NCTC13441_03039	BW25113_0903	b0903
malP	glycogen/starch/alpha-glucan phosphorylases	2.6957462044985	2.55393201491328	2.45204252270367	2.30871647874647	2.56443939096654	2.55551454652795	2.47560989480781	2.47627522733271	2.17577219511973	2.35520623932704	2.43453841609346	2.32970948566779	2.05454037624267	4.5	ENC_26160	BN373_44261	ERS227112_00799	ROD_44061	SL1344_3481	SL3261_3481	STMMW_35041	STM_MW35041	SEN3340	t3992	EC958_3811	NCTC13441_00282	BW25113_3417	b3417
pqiB_1	Paraquat-inducible protein B	1.9813881608581	2.23982823676658	1.87703327843243	2.55358995298239	2.31617593375517	2.31796865096004	2.29826572959509	1.38219979049003	1.74037568952123	1.69789390776002	2.46314912243421	2.04524816560457	1.7711815897873	4.5	ENC_54added	BN373_29351	ERS227112_04314	ROD_18741	SL1344_1778	SL3261_1778	STMMW_18381	STM_MW18381	SEN1188	t1029	EC958_2053	NCTC13441_02053	BW25113_1834	b1834
metE	methionine synthase (B12-independent)	2.73890612439736	2.57719955037209	2.79708239077315	2.18339103401996	2.73138419199618	2.76822827353799	2.57211742187247	2.61883395931051	2.22320784099576	2.43868485576105	2.51383799510258	2.63754536620151	2.24527726122414	4.5	ENC_01820	BN373_49501	ERS227112_01797	ROD_39251	SL1344_3919	SL3261_3919	STMMW_39361	STM_MW39361	SEN3760	t3332	EC958_4292	NCTC13441_04689	BW25113_3829	b3829
bglX	beta-glucosidase	2.47198355356818	2.23680982353445	2.08413377724445	1.9992442137359	2.27263728695615	2.30642731337492	2.27661706708575	1.96827554689218	1.85086299395462	1.80848391185392	2.25165682286895	2.15565208344321	2.18912137012916	4.5	ENC_40350	BN373_31721	ERS227112_04010	ROD_22511	SL1344_2144	SL3261_2144	STMMW_21981	STM_MW21981	SEN2160	t0689	EC958_2469	NCTC13441_01576	BW25113_2132	b2132
ygiQ	Fe-S oxidoreductase	2.52217030629331	2.43386531815867	2.418960503146	2.0923340526595	2.09910428394543	2.0547045144999	1.97824545768564	1.77471944190656	1.75807821477155	1.8981984207794	1.95003527208935	1.98446978502995	2.25941313243391	4.5	ENC_32510	BN373_40861	ERS227112_01174	ROD_35621	SL1344_3142	SL3261_3142	STMMW_31281	STM_MW31281	SEN3011	t3088	EC958_3407	NCTC13441_00692	BW25113_4469	b4469
glgB	alpha-1,4-glucan:alpha-1,4-glucan 6-glycosyltransferase	2.71457091110578	2.50540934908876	2.29216645819603	2.26693245415117	2.75153235015803	2.70741374857568	2.53231820503542	2.63221343645024	2.23508881916311	2.23379616723892	2.42672820360849	2.48280127169198	2.44199504979242	4.5	ENC_26260	BN373_44361	ERS227112_00787	ROD_43931	SL1344_3505	SL3261_3505	STMMW_35271	STM_MW35271	SEN3362	t3982	EC958_3826	NCTC13441_00267	BW25113_3432	b3432
copA	copper-(or silver)-translocating P-type ATPase	2.13850033929781	2.20199476585392	2.2624912380317	1.79277655020413	2.55573456556299	2.35080197888127	2.17152703529111	1.55360782658383	1.78026130581624	1.70208259057971	2.45701483160991	2.31132818061581	2.12192047919927	4.5	ENC_22440	BN373_09531	ERS227112_02817	ROD_05411	SL1344_0491	SL3261_0491	STMMW_05681	STM_MW05681	SEN0479	t2362	EC958_0625	NCTC13441_03491	BW25113_0484	b0484
yicI	Alpha-glucosidases, family 31 of glycosyl hydrolases	2.40991983085309	2.3661854758957	2.07357308370838	2.06224968370968	2.22336735540103	2.05319598446058	1.80234719886999	1.90031966794448	1.71780795236842	1.64524737068606	2.03275026938137	2.33603969433828	2.01678149661467	4.5	ENC_02800	BN373_46601	ERS227112_00561	ROD_41601	SL1344_3715	SL3261_3715	STMMW_37381	STM_MW37381	SEN3570	t3770	EC958_4071	NCTC13441_00020	BW25113_3656	b3656
yhgF	Transcriptional accessory protein	2.74712779522222	2.89822032161533	2.48171492425213	2.42890962400159	2.66378723118883	2.6125376622682	2.46855116594546	2.3872374601282	2.21434155563843	2.27955557376708	2.67134251912016	2.58352961005081	2.19218389234862	4.5	ENC_26070	BN373_44151	ERS227112_00809	ROD_44171	SL1344_3471	SL3261_3471	STMMW_34941	STM_MW34941	SEN3330	t4002	EC958_3801	NCTC13441_00292	BW25113_3407	b3407
clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	2.13539035647949	1.79328847300867	1.72981382220685	1.7739472095377	2.25296212250011	2.33439410333299	1.93307090106343	1.5001191435619	1.68725487134669	1.72578806739192	2.31097500810333	1.76041460417545	2.25099446137063	4.5	ENC_18030	BN373_15311	ERS227112_03402	ROD_08931	SL1344_0884	SL3261_0884	STMMW_09581	STM_MW09581	SEN0853	t1988	EC958_0995	NCTC13441_03112	BW25113_0882	b0882
polB	DNA polymerase II	2.77319048145636	2.32793684207459	2.31256487266352	1.95330482804259	2.15422506635546	2.19910871783301	2.06448403166136	1.7461832224974	1.58579205178084	1.63991941974116	2.19704254905713	2.20130319968536	2.0904487351671	4.5	ENC_561added	BN373_05471	ERS227112_02395	ROD_00651	SL1344_0098	SL3261_0098	STMMW_01021	STM_MW01021	SEN0099	t0100	EC958_0194	NCTC13441_03930	BW25113_0060	b0060
uvrD	ATP-dependent DNA helicase UvrD	2.78992067427798	2.74141878399446	2.55445689094596	2.30292330753729	2.50006780194942	2.48864156710075	2.32969499898654	2.15269243559038	1.99622031919192	2.04848522118016	2.40729235680239	2.51153613798084	2.17767842150391	4.5	ENC_01940	BN373_49371	ERS227112_01784	ROD_39381	SL1344_3905	SL3261_3905	STMMW_39221	STM_MW39221	SEN3748	t3346	EC958_4275	NCTC13441_04706	BW25113_3813	b3813
tdcE	keto acid formate lyase	2.49682298535188	2.13979919767292	1.69783107305729	2.00312212353606	2.18024827957298	2.07039237806255	2.04905079648851	1.67604817233627	1.9338505360814	2.11497081801536	2.4614424963376	2.60845443291747	2.53985293640451	4.5	ENC_33650	BN373_28711	ERS227112_04374	ROD_47631	SL1344_3213	SL3261_3213	STMMW_32411	STM_MW32411	SEN3082	t3161	EC958_3517	NCTC13441_00575	BW25113_3114	b3114
maeB	allosteric NADP-dependent malic enzyme	2.46738687351224	2.2599488215567	1.90587678961376	2.27127145707746	2.29371635226939	2.15533525454355	2.22030757912137	2.13682598399499	1.49434631835572	1.67227167202858	2.13020460390902	2.11114436178331	1.44337382306648	4.5	ENC_38220	BN373_34561	ERS227112_03782	ROD_24111	SL1344_2435	SL3261_2435	STMMW_24911	STM_MW24911	SEN2451	t0387	EC958_2779	NCTC13441_01267	BW25113_2463	b2463
yojN	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase./Hpt domain.	2.47488926824743	2.39679402667543	2.40484491525456	2.49302053010954	2.09329638803662	2.11882408722635	2.13362018492631	1.82675396331528	2.03567351131585	1.94498989768035	2.26978694531304	2.08672664812691	2.47336310733635	4.5	ENC_39670	BN373_32421	ERS227112_03942	ROD_23491	SL1344_2238	SL3261_2238	STMMW_22931	STM_MW22931	SEN2251	t0596	EC958_2553	NCTC13441_01491	BW25113_2216	b2216
nrdD	anaerobic ribonucleoside-triphosphate reductase	2.544793437971	2.25556774680594	2.40904831864009	1.79257138486548	2.24849868746568	2.42646016961049	2.16540437485317	2.01157575661126	1.83706991342426	1.4324719235712	2.26607824990545	2.25048850446257	2.43896497247703	4.5	ENC_43570	BN373_02561	ERS227112_02122	ROD_33091	SL1344_4382	SL3261_4382	STMMW_43961	STM_MW43961	SEN4202	t4486	EC958_4731	NCTC13441_04209	BW25113_4238	b4238
feoB	ferrous iron transporter FeoB	2.90935737214969	2.67419097599768	2.61756658140417	2.46864353438966	2.67716967055283	0.0465077225770613	2.6045273159402	2.66555165042553	2.46497109239485	2.45779866397062	2.72731200092623	2.61562402703891	2.86181316694509	4.5	ENC_26090	BN373_44181	ERS227112_00807	ROD_44141	SL1344_3473	SL3261_3473	STMMW_34961	STM_MW34961	SEN3332	t4000	EC958_3803	NCTC13441_00290	BW25113_3409	b3409
fadB	short chain enoyl-CoA hydratase /3-hydroxyacyl-CoA dehydrogenase	2.82975851925203	2.28840516131005	2.57775151050814	1.86402837757341	2.24920217575111	2.37563311895729	2.15563010258508	2.05972382235509	1.86337672197732	2.1455075367827	2.30905759082473	2.29469732970946	1.98822516889857	4.5	ENC_47270	BN373_49651	ERS227112_01812	ROD_39091	SL1344_3936	SL3261_3936	STMMW_39531	STM_MW39531	SEN3777	t3315	EC958_4326	NCTC13441_04655	BW25113_3846	b3846
yjiY	Inner membrane protein YjiY	2.69955992745008	2.29631909228636	2.37029277485715	2.13117373202377	2.55935128704216	2.4895584993874	2.40839474993771	2.00941288496182	1.80281741547148	1.75239340311051	2.37745431666108	2.37398317092861	2.96016239133118	4.5	ENC_547added	BN373_04011	ERS227112_02248	ROD_48371	SL1344_4463	SL3261_4463	STMMW_44781	STM_MW44781	SEN4297	t4582	EC958_0084	NCTC13441_04042	BW25113_4354	b4354
fusA_1	translation elongation factor 2 (EF-2/EF-G)	-3.16185644022566	-1.66101646831334	-4.5	-1.28282121822344	-4.5	-3.31719032566904	-1.07602076869931	-4.5	-1.12570844070693	-4.5	-4.5	-2.88852781387866	-4.5	-4.5	ENC_25390	BN373_43621	ERS227112_00861	ROD_44791	SL1344_3413	SL3261_3413	STMMW_34381	STM_MW34381	SEN3274	t4059	EC958_3736	NCTC13441_00355	BW25113_3340	b3340
arcB	PAS/PAC sensor hybrid histidine kinase	2.67762257296749	2.45831310492126	2.03153789927711	2.18563676706343	2.15648503184455	1.96588437179106	1.86107914572888	1.58983269489996	1.79423994977324	2.11941437970837	2.06700654858516	1.53245854880795	1.75461816184681	4.5	ENC_34470	BN373_42691	ERS227112_00978	ROD_46101	SL1344_3300	SL3261_3300	STMMW_33271	STM_MW33271	SEN3161	t3245	EC958_3610	NCTC13441_00481	BW25113_3210	b3210
mdoB	phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase	2.6220724559942	2.50786501787755	2.78426394370717	2.06204766166276	2.27045285129214	2.39258134171589	2.14916586741848	2.1692187920659	1.95793140887469	1.80947699358387	2.10910462949585	2.21141315993168	2.77496347510695	4.5	ENC_44770	BN373_04371	ERS227112_02287	ROD_48581	SL1344_4472	SL3261_4472	STMMW_44871	STM_MW44871	SEN4306	t4584	EC958_0089	NCTC13441_04037	BW25113_4359	b4359
bisC	molybdopterin guanine dinucleotide-containing S/N-oxide reductases	2.73996723424365	1.9328414916515	1.43341866234624	2.03283881519256	1.9413254385941	1.91877992075427	1.74198686627738	1.50344233178414	1.4695640338324	1.51562604419298	2.21348238069429	2.12260688673141	1.86788990707244	4.5	ENC_01580	BN373_45451	ERS227112_00672	ROD_42561	SL1344_3610	SL3261_3610	STMMW_36341	STM_MW36341	SEN3467	t3875	EC958_3957	NCTC13441_00132	BW25113_3551	b3551
ybbP	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	2.12896292321747	2.2037764179922	2.12386692639939	2.16222108253255	2.1667980176755	2.31854693493317	1.90440785195222	1.29058145468804	1.59862651285823	1.79823304106057	2.26701810989303	2.027679895013	1.9194323784036	4.5	ENC_22330	BN373_09631	ERS227112_02825	ROD_05511	SL1344_0501	SL3261_0501	STMMW_05781	STM_MW05781	SEN0489	t2352	EC958_0638	NCTC13441_03478	BW25113_0496	b0496
ptsP	phosphoenolpyruvate-protein phosphotransferase	2.3413467264303	2.25904181203077	2.46603831502815	1.89982603970066	2.12560257515416	2.35085117157231	1.9748616588012	1.82008872461658	1.81237178087895	1.67053630512628	2.18611310272124	1.89970059305799	2.58818919504294	4.5	ENC_30650	BN373_38681	ERS227112_01430	ROD_28711	SL1344_2981	SL3261_2981	STMMW_29641	STM_MW29641	SEN2845	t2912	EC958_3128	NCTC13441_00911	BW25113_2829	b2829
pnp	Polyribonucleotide nucleotidyltransferase	2.6256655635781	2.37976488033979	1.86351063767945	2.18462217783557	2.05563378435157	1.98433049975528	2.07472010622577	1.5707947603683	1.90393572892655	2.09080566376107	1.94828271210367	1.59306313325108	-1.39944678625613	4.5	ENC_414added	BN373_42241	ERS227112_01029	ROD_46681	SL1344_3255	SL3261_3255	STMMW_32821	STM_MW32821	SEN3117	t3200	EC958_3566	NCTC13441_00531	BW25113_3164	b3164
spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	1.77281360364113	1.53616855907392	-0.463842362151124	0.727409888185327	1.22712697340142	1.44322259323472	0.7756508512794	1.06107318231602	1.01710600674002	-0.0631312181376593	1.30868959976969	0.63636739581005	0.946446492993259	-4.5	ENC_26added	BN373_46401	ERS227112_00581	ROD_41661	SL1344_3708	SL3261_3708	STMMW_37311	STM_MW37311	SEN3564	t3776	EC958_4057	NCTC13441_00034	BW25113_3650	b3650
priA	replication restart DNA helicase PriA	-3.14185513460634	-2.50845039115811	-3.22809023649999	-2.14396993985956	-1.84994363056222	-0.891762052011686	-1.44549518000782	-4.5	-2.68654490915664	-3.01968410600352	-2.39320512780578	-2.94734988165901	0.305187043789972	4.5	ENC_00980	BN373_48631	ERS227112_00352	ROD_38111	SL1344_4044	SL3261_4044	STMMW_40601	STM_MW40601	SEN3885	t3523	EC958_4420	NCTC13441_04565	BW25113_3935	b3935
cstA	Carbon starvation protein, predicted membrane protein	2.22306113209089	2.42551588627176	2.35512702516651	1.78310019763715	2.45960477638088	2.16133803158637	1.95628444057191	1.72319472272936	1.55591871115129	1.69893827542873	2.41111514637838	2.36724839197686	2.08938789376782	4.5	ENC_21350	BN373_11941	ERS227112_03054	ROD_06101	SL1344_0588	SL3261_0588	STMMW_06651	STM_MW06651	SEN0569	t2268	EC958_0718	NCTC13441_03397	BW25113_0598	b0598
pta	phosphotransacetylase	1.94233943032469	2.08322222248213	1.63285688741206	1.74458347931435	1.68018853285758	1.01839097561521	1.67701433915478	0.842998154630036	1.31106893684008	1.4221457201723	2.0648849667226	1.78971832513242	1.15289801510668	4.5	ENC_39140	BN373_32981	ERS227112_03891	ROD_26991	SL1344_2307	SL3261_2307	STMMW_23601	STM_MW23601	SEN2320	t0526	EC958_2633	NCTC13441_01413	BW25113_2297	b2297
ldcC	L-lysine decarboxylase	2.50806830904449	2.63754443461591	2.41594665239534	2.43285034512203	2.5002788605521	2.36175263687211	2.35173243174355	1.957288572698	1.78319508970217	2.46318093641839	2.09778402696578	1.72449941341022	2.44301823392748	4.5	ENC_47090	BN373_06911	ERS227112_02541	ROD_01941	SL1344_0235	SL3261_0235	STMMW_02401	STM_MW02401	SEN0241	t0236	EC958_0332	NCTC13441_03790	BW25113_0186	b0186
katE	Catalase	2.04834104265418	2.20869844463471	1.16997895064547	1.9684905303333	2.34231323587473	2.21612960855765	1.63277842635093	1.97985167564976	1.44472694671471	1.54931707252663	2.19333355641652	2.01039424645076	2.04439410392632	4.5	ENC_14320	BN373_18591	ERS227112_05497	ROD_13241	SL1344_1253	SL3261_1253	STMMW_13251	STM_MW13251	SEN1725	t1198	EC958_1953	NCTC13441_02148	BW25113_1732	b1732
prlC	oligopeptidase A . Metallo peptidase. MEROPS family M03A	2.70069798088333	2.33447492270553	2.00099131094384	2.39814540278684	2.46171390154759	2.47275541357419	2.25369906062112	2.27256212316896	1.94933905878504	2.02686298677936	2.27264208338985	2.24797056987941	2.22567303525503	4.5	ENC_27050	BN373_44991	ERS227112_00721	ROD_43011	SL1344_3559	SL3261_3559	STMMW_35831	STM_MW35831	SEN3417	t3922	EC958_3894	NCTC13441_00200	BW25113_3498	b3498
metG	methionyl-tRNA synthetase	-1.9541902001267	-1.71180486972428	-1.83650597833695	-2.22536404838908	-4.5	-4.5	-2.44132955704292	-4.5	-0.836265210863399	-4.5	-2.74335019619002	-2.29468277493575	-0.819250538906612	-4.5	ENC_40450	BN373_31631	ERS227112_04019	ROD_22361	SL1344_2132	SL3261_2132	STMMW_21861	STM_MW21861	SEN2148	t0701	EC958_2449	NCTC13441_01596	BW25113_2114	b2114
ppk	Polyphosphate kinase	2.46662506394514	2.31373164915713	2.11915155537172	2.35727243818601	2.27933572128645	2.68981213919729	2.36933673507772	2.50614637278698	2.24692351876086	2.22748771622946	2.54230659262426	2.14300478310689	2.1685759327251	4.5	ENC_37780	BN373_34851	ERS227112_03753	ROD_24441	SL1344_2464	SL3261_2464	STMMW_25181	STM_MW25181	SEN2482	t0356	EC958_2807	NCTC13441_01239	BW25113_2501	b2501
recG	ATP-dependent DNA helicase RecG	2.61013741398032	2.49032040218068	2.09476156853469	2.08102273831214	2.18166076996954	2.39759870929849	2.25210023183355	1.8993662980982	1.69769170693833	1.48271462550508	2.18740320647038	2.40189576989925	2.11842078773193	4.5	ENC_02760	BN373_46421	ERS227112_00579	ROD_41641	SL1344_3710	SL3261_3710	STMMW_37331	STM_MW37331	SEN3566	t3774	EC958_4059	NCTC13441_00032	BW25113_3652	b3652
tktA	transketolase	1.06184058005239	1.9858802308431	1.64530687001315	2.00414884225202	2.06064764692249	1.65030957553898	1.801701349859	1.18728298838803	1.46275081656323	-1.85162595557877	1.57516945508889	0.930322111845652	1.91408077418235	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	BW25113_2935	b2935
rlmL	23S rRNA m(2)G-2445 methyltransferase	2.36918014924215	2.42359396069516	2.30233531275968	2.0455574136384	2.28964740675536	2.19944216732008	1.90950883003097	1.60770425126278	1.70780565009076	2.09214094984045	2.32338167294378	2.24794077497604	1.88102356660215	4.5	ENC_16820	BN373_15891	ERS227112_03462	ROD_10101	SL1344_1001	SL3261_1001	STMMW_10741	STM_MW10741	SEN0926	t1859	EC958_1152	NCTC13441_02948	BW25113_0948	b0948
