Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in
paaK	Coenzyme F390 synthetase	1.75928449331059	2.09534391512623	1.88041178356993	X	X	X	X	X	X	X	X	X	-1.1236078892192	4.5	ENC_11600	BN373_20341	ERS227112_05206	X	X	X	X	X	X	X	X	X	BW25113_1398	b1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1
hemL	glutamate-1-semialdehyde 2,1-aminomutase	0.21194100452078	1.96015441397718	-1.16369961025501	-0.829468097258352	0.747204949448685	1.98339123429468	1.10990138777467	-4.5	-0.960059843791537	-0.728372538544723	-0.935156592992425	-1.49045614892184	-0.0173809319057274	-4.5	ENC_46750	BN373_06601	ERS227112_02510	ROD_01581	SL1344_0203	SL3261_0203	STMMW_02081	STM_MW02081	SEN0207	t0203	EC958_0302	NCTC13441_03822	BW25113_0154	b0154	5	11	10	6	6	6	6	5	6	6	6	6	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
icd	isocitrate dehydrogenase (NADP)	0.897577035893903	0.359889599894896	-4.5	0.189281478414419	1.5591340033356	1.4511651275361	1.53751334990697	0.245873357892501	1.09055798729307	-0.365851507589122	-1.44988384924007	-0.760447419773653	1.25072407533559	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
glyA	serine hydroxymethyltransferase	-1.56954712016912	-1.34664175362222	-4.5	1.65859576064714	0.556381183902876	1.59676189227126	-4.5	0.41597778237454	-1.24624436958829	-0.154086078034975	-1.60460284812513	-4.5	-4.5	4.5	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	BW25113_2551	b2551	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tolC	type I secretion outer membrane protein, TolC family	2.74661116391974	2.61825136386352	-2.47282876843907	2.26001981662188	1.71618083788752	2.6878047070632	2.31610319070771	1.56987039075151	2.1027623970752	2.16502168517598	2.02243126526521	2.18987704422685	2.29876666982017	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
wzyE	WzyE protein.	2.40109253126851	2.5185324900124	1.99795274229549	0.833159460637242	-4.5	-1.41442364621042	-1.14894758324593	-4.5	-0.981704279243194	-4.5	1.47864744947669	1.00643718906765	-4.5	-4.5	ENC_02100	BN373_49221	ERS227112_01764	ROD_39531	SL1344_3887	SL3261_3887	STMMW_39031	STM_MW39031	SEN3733	t3369	EC958_4256	NCTC13441_04729	BW25113_3793	b3793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rseP	RIP metalloprotease RseP	0.183622527365978	0.392974562490122	-1.60858645052571	1.26362608842359	2.13700882991488	2.12870123661158	1.65259347083233	1.51005407721917	1.24847829482755	-4.5	1.41227724007864	-0.0447166038781788	-1.70163026928457	-4.5	ENC_46990	BN373_06811	ERS227112_02531	ROD_01791	SL1344_0224	SL3261_0224	STMMW_02291	STM_MW02291	SEN0230	t0224	EC958_0322	NCTC13441_03800	BW25113_0176	b0176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
iscS	cysteine desulfurase IscS	-0.277007904409459	-0.631380016579512	-2.42930626654332	1.44482765883163	0.224170284130205	-0.25094274114364	-1.26134082745536	-4.5	0.463930854616309	-1.91872774252754	-0.880854994121214	-4.5	-0.215313126496257	4.5	ENC_37240	BN373_35191	ERS227112_00054	ROD_24741	SL1344_2505	SL3261_2505	STMMW_25601	STM_MW25601	SEN2523	t0313	EC958_2841	NCTC13441_01206	BW25113_2530	b2530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ftsW	cell division-specific peptidoglycan biosynthesis regulator FtsW	-0.884824408844591	-4.5	0.428342579746414	-2.00180628979839	-2.48715278612198	-4.5	-4.5	-4.5	-1.38661491280366	-0.928389754043701	-1.05745775671604	-1.53132233394564	-0.205164657301772	-4.5	ENC_46010	BN373_05821	ERS227112_02430	ROD_00951	SL1344_0127	SL3261_0127	STMMW_01331	STM_MW01331	SEN0128	t0131	EC958_0229	NCTC13441_03896	BW25113_0089	b0089	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dnaJ	chaperone protein DnaJ	2.02723736727067	2.22170540491869	-0.260201999909148	0.0819903277574436	1.90271344192871	2.00813433931151	1.38112125350431	0.665568681103716	1.39741131273044	0.520426604099169	2.16093064575754	1.92718331988353	2.47114220855469	4.5	ENC_45380	BN373_04971	ERS227112_02351	ROD_00111	SL1344_0013	SL3261_0013	STMMW_00121	STM_MW00121	SEN0012	t0013	EC958_0147	NCTC13441_03977	BW25113_0015	b0015	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nrdB	ribonucleoside-diphosphate reductase class Ia beta subunit	-0.14220472006155	-1.07719659969156	-4.5	0.927973749569575	-1.70434886709656	1.54577986357713	-4.5	-4.5	-0.0286595777436657	-1.769280901707	-4.5	-1.56956496495263	-1.25836325700987	-4.5	ENC_39600	BN373_32541	ERS227112_03936	ROD_23561	SL1344_2247	SL3261_2247	STMMW_23021	STM_MW23021	SEN2260	t0586	EC958_2572	NCTC13441_01473	BW25113_2235	b2235	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sucB	2-oxoglutarate dehydrogenase E2 component	-2.3489032611798	0.5829721443295	0.910056107557273	0.803440418740103	1.46612187104572	1.25905534884003	0.458394507874164	-0.301483305067622	1.03907044497927	-4.5	0.905361541022152	1.17709117769136	0.568307661254352	4.5	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	BW25113_0727	b0727	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cca	Multifunctional CCA protein	-1.14599144469884	-1.7975551468879	-4.5	-1.0318567775049	-4.5	-4.5	-2.4730797016941	-4.5	-1.91977859865582	-4.5	0.612315212151762	-0.841278332591636	-1.94708298715226	-4.5	ENC_403added	BN373_41131	ERS227112_01146	ROD_36001	SL1344_3177	SL3261_3177	STMMW_31651	STM_MW31651	SEN3046	t3124	EC958_3461	NCTC13441_00636	BW25113_3056	b3056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dapE	succinyldiaminopimelate desuccinylase	-4.5	-4.5	-4.5	-1.71240684766321	-4.5	-2.06062131091216	-1.20763474442736	-0.971315704110563	-1.80946795206381	-4.5	-0.577165911589917	-4.5	-4.5	4.5	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	BW25113_2472	b2472	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cydB	cytochrome bd quinol oxidase subunit 2 apoprotein	-0.870489760486452	2.1148866866604	2.46664567814565	1.87015369610234	-1.29097921291348	-0.221039038256021	-0.086109288915374	-4.5	-0.0325408442678638	0.798758419929705	0.779255587296385	-4.5	-0.590039091696746	4.5	ENC_20040	BN373_13111	ERS227112_03180	ROD_07281	SL1344_0723	SL3261_0723	STMMW_07981	STM_MW07981	SEN0691	t2135	EC958_0851	NCTC13441_03261	BW25113_0734	b0734	3	3	3	2	3	3	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mrdB	cell elongation-specific peptidoglycan biosynthesis regulator RodA	-4.5	-4.5	-0.0518859273206353	-0.65789140766157	-0.9384880189473	0.283132041927993	-0.811921533685048	-4.5	-0.192072024975844	-4.5	-0.78964897979248	-4.5	-4.5	-4.5	ENC_20750	BN373_12461	ERS227112_03108	ROD_06521	SL1344_0627	SL3261_0627	STMMW_07041	STM_MW07041	SEN0608	t2228	EC958_0753	NCTC13441_03361	BW25113_0634	b0634	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yagG	sugar (Glycoside-Pentoside-Hexuronide) transporter	2.71419119713304	X	X	2.01146428350216	X	X	X	X	X	X	X	X	1.35662542800309	-4.5	ENC_43820	X	X	ROD_13561	X	X	X	X	X	X	X	X	BW25113_0270	b0270	9	4	6	9	7	7	7	7	7	6	3	3	6	6	1	0	0	1	0	0	0	0	0	0	0	0	1	1
trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	-1.9829946980359	-0.211268181249073	-1.8446871895502	0.826551577628352	0.0461241121269635	0.547002615196077	0.833215635639289	-4.5	0.517750442011661	-4.5	0.334622984336518	-0.349759410260722	-4.5	4.5	ENC_15020	BN373_17581	ERS227112_03611	ROD_12231	SL1344_1172	SL3261_1172	STMMW_12441	STM_MW12441	SEN1815	t1686	EC958_1330	NCTC13441_02779	BW25113_1133	b1133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fbaA	fructose-bisphosphate aldolase	X	-0.894626523144781	-4.5	-4.5	-1.79585224570511	-1.36668252033482	-1.23600381990215	-4.5	-0.908722265934961	-2.31415217038598	0.398530156381581	-2.01474563544985	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
hemE	uroporphyrinogen decarboxylase	-1.74050455230275	-0.156921240675922	-2.01913021127849	-1.31512951688036	-2.73301172252885	-1.66432046699072	-1.92969016822617	-4.5	-1.54172934842549	-4.5	-2.71857890237824	-4.5	-4.5	4.5	ENC_01260	BN373_49941	ERS227112_01850	ROD_37551	SL1344_4106	SL3261_4106	STMMW_41201	STM_MW41201	SEN3953	t3464	EC958_5108	NCTC13441_04497	BW25113_3997	b3997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yciM	tetratricopeptide repeat protein	X	0.817333774446999	-4.5	-0.873865220284488	-2.08608360763083	2.1952225235395	-0.658729906525944	-0.554007467895536	-1.06201858943405	-4.5	0.373361631593727	-4.5	0.119123457091522	4.5	X	BN373_19021	ERS227112_05452	ROD_17201	SL1344_1640	SL3261_1640	STMMW_17031	STM_MW17031	SEN1325	t1621	EC958_1612	NCTC13441_02483	BW25113_1280	b1280	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
prfA	peptide chain release factor 1	X	-4.5	-4.5	-0.661929921162014	-4.5	-4.5	-0.300678792615182	-4.5	-1.70702081596782	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_28281	ERS227112_04434	ROD_18021	SL1344_1704	SL3261_1704	STMMW_17681	STM_MW17681	SEN1263	t1100	EC958_1479	NCTC13441_02631	BW25113_1211	b1211	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1
mreB	rod shape-determining protein MreB	X	-1.63708160718915	-0.190899571016303	-0.0231153116749731	-0.303934435992147	0.209310468496614	-1.27475123109147	-1.50504819455219	-0.0346467349321565	-1.74575943287692	0.058995656200233	-4.5	-4.5	-4.5	X	BN373_43001	ERS227112_00947	ROD_45651	SL1344_3346	SL3261_3346	STMMW_33721	STM_MW33721	SEN3207	t3289	EC958_3642	NCTC13441_00449	BW25113_3251	b3251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
acrA	acriflavine resistance protein A	X	2.45474592471881	-4.5	2.48413933510476	1.39404366387763	2.7025071793124	2.44716814588956	1.81671322631328	1.998036543668	2.16861210935554	1.43595182730603	2.1765952401574	2.21262613637638	4.5	X	BN373_09321	ERS227112_02797	ROD_05181	SL1344_0469	SL3261_0469	STMMW_05461	STM_MW05461	SEN0457	t2384	EC958_0602	NCTC13441_03515	BW25113_0463	b0463	4	6	6	3	4	4	4	4	4	2	5	5	4	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1
rfaF	lipopolysaccharide heptosyltransferase II	1.4048232259463	0	-4.5	0.934364999730176	1.41098203880038	1.65257244899434	1.05452411393094	0.141531780621542	1.00893062390592	-1.57961812588145	0.522327986185752	0.5694108885797	1.92692480256353	4.5	ENC_02390	BN373_46051	ERS227112_00615	ROD_41971	SL1344_3677	SL3261_3677	STMMW_37001	STM_MW37001	SEN3533	t3808	EC958_4027	NCTC13441_00064	BW25113_3620	b3620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pstS	phosphate ABC transporter substrate-binding protein, PhoT family (TC 3.A.1.7.1)	2.07836603393103	2.18693617637185	-0.0914103147913512	2.38603089711501	2.68998282837069	2.50027197211398	2.67470062911367	2.48827642251748	2.32692544054471	1.89070482839687	1.53581656126033	1.64186897988231	1.97697860844026	4.5	ENC_04090	BN373_47691	ERS227112_00450	ROD_40131	SL1344_3824	SL3261_3824	STMMW_38421	STM_MW38421	SEN3671	t3666	EC958_4201	NCTC13441_04789	BW25113_3728	b3728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tyrP	aromatic amino acid transport protein	1.94737171956834	2.41538159505576	1.6489211829588	1.97141892545634	1.59155204200535	-4.5	1.02406358644491	1.503153842851	1.38655205757224	-0.153514353392662	2.27903349713052	1.70876867568149	1.86155277620533	4.5	ENC_05770	BN373_29901	ERS227112_04257	ROD_19621	SL1344_1870	SL3261_1870	STMMW_19191	STM_MW19191	SEN1068	t0941	EC958_2127	NCTC13441_01977	BW25113_1907	b1907	2	3	3	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ugd	UDP-glucose 6-dehydrogenase	-4.5	0.519647330710581	0.289637133256134	3.15036196668397	2.11829236490537	2.64113896887362	2.64663756632641	3.28970829356416	2.83482478495475	3.60843395408562	2.53608030225995	3.04954765765751	3.10883315204886	4.5	ENC_506added	BN373_30991	ERS227112_04086	ROD_21661	SL1344_2057	SL3261_2057	STMMW_21111	STM_MW21111	SEN2079	t0793	EC958_2369	NCTC13441_01684	BW25113_2028	b2028	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
recA	RecA protein	1.34271168398409	2.10707667649481	1.03598727510451	1.24636982673268	2.00402771313979	1.96402912011541	1.69253801099984	0.948854195074649	1.15214074243236	-0.506675479653518	1.7098414012348	1.53319784417511	1.56548389897164	4.5	ENC_29440	BN373_36641	ERS227112_01630	ROD_31151	SL1344_2809	SL3261_2809	STMMW_27911	STM_MW27911	SEN2670	t2730	EC958_2964	NCTC13441_01078	BW25113_2699	b2699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.99181235021176	-4.5	-1.34203052584171	-4.5	-0.923126050946366	-4.5	0.104011401825526	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lipA	lipoate synthase	-4.5	0.474359971396933	-1.5318722580471	-0.00897365008897461	-0.795687862053671	-4.5	-1.07627463076224	-0.820921692554379	-1.66293421515834	-0.410670911429632	0.268908840247366	-0.855698903468714	0.748563090911446	4.5	ENC_20820	BN373_12401	ERS227112_03102	ROD_06461	SL1344_0621	SL3261_0621	STMMW_06981	STM_MW06981	SEN0602	t2234	EC958_0746	NCTC13441_03367	BW25113_0628	b0628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
trpS	tryptophanyl-tRNA synthetase	2.83344172258906	2.71866197742309	2.24885274681736	-0.826431080535173	2.42814005380073	2.48607086110644	2.38867952896693	2.32843292274223	2.5025795364718	2.78889048882197	-2.52826596223665	-4.5	-4.5	-4.5	ENC_25810	BN373_43921	ERS227112_00830	ROD_44391	SL1344_3448	SL3261_3448	STMMW_34711	STM_MW34711	SEN3307	t4024	EC958_3775	NCTC13441_00316	BW25113_3384	b3384	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ftsX	cell division protein FtsX	1.37725805149354	1.31181984237879	1.88971833250181	2.30685840411514	-0.80272861254502	-0.584449497063113	-1.25459991045364	-4.5	1.08936333443697	-0.708907412830125	2.3212008357573	2.14061995182972	2.43107779059659	-4.5	ENC_26540	BN373_44631	ERS227112_00757	ROD_43591	SL1344_3534	SL3261_3534	STMMW_35581	STM_MW35581	SEN3392	t3953	EC958_3856	NCTC13441_00238	BW25113_3462	b3462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gpsA	glycerol 3-phosphate dehydrogenase (NAD(P)+)	-0.199644677799251	0.191258822137807	-2.51464175151377	-4.5	2.00830849617841	2.24330904573396	0.177599821589953	-1.2198130923714	-0.851173222834429	1.36143187326455	1.76536313266662	-4.5	-4.5	-4.5	ENC_02260	BN373_45941	ERS227112_00626	ROD_42081	SL1344_3666	SL3261_3666	STMMW_36881	STM_MW36881	SEN3522	t3819	EC958_4016	NCTC13441_00075	BW25113_3608	b3608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rsgA	Putative ribosome biogenesis GTPase RsgA	0.485144255743902	0.54367971436121	0.903270672781029	-0.323325209072482	-0.560583743519519	-0.360946425863051	-0.961871427841052	-1.52788606044015	-0.167893446196565	-2.17614979493518	0.342795186668456	-0.270661346681699	-0.298051244248941	4.5	ENC_520added	BN373_01711	ERS227112_02036	ROD_32231	SL1344_4286	SL3261_4286	STMMW_42971	STM_MW42971	SEN4119	t4401	EC958_4651	NCTC13441_04292	BW25113_4161	b4161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rluD	ribosomal large subunit pseudouridine synthase D	X	2.88426697254374	2.29114327994036	2.46177219649992	2.17969360776907	2.62164079604564	2.22292443177909	2.06742655436757	1.97801103401448	1.85215873633987	2.68249753254505	2.29239631259944	-0.738991434925461	4.5	X	BN373_35711	ERS227112_01727	ROD_25361	SL1344_2622	SL3261_2622	STMMW_26781	STM_MW26781	SEN2585	t2618	EC958_2898	NCTC13441_01146	BW25113_2594	b2594	1	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1
ruvB	Holliday junction ATP-dependent DNA helicase RuvB	0.906857288628036	1.55199545027294	-0.00461569055391262	1.05679741892242	1.69724718148476	1.56839481602059	1.27370580513784	1.06509685533748	1.18217560781817	-0.736593184948774	1.12989235211167	1.04563527275536	0.133165518122427	4.5	ENC_53added	BN373_29611	ERS227112_04286	ROD_19021	SL1344_1828	SL3261_1828	STMMW_18751	STM_MW18751	SEN1109	t0983	EC958_2083	NCTC13441_02021	BW25113_1860	b1860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rfaD	ADP-L-glycero-D-manno-heptose-6-epimerase	0.513589408759225	-0.566310179698791	-2.41523628883355	0.212523834287075	1.19865042508666	0.368497289072759	1.16898853719494	-0.0319306892396096	1.29369359173491	-2.15876097479594	-0.749126480134238	0.557060394883232	1.91220558452477	4.5	ENC_02380	BN373_46041	ERS227112_00616	ROD_41981	SL1344_3676	SL3261_3676	STMMW_36991	STM_MW36991	SEN3532	t3809	EC958_4026	NCTC13441_00065	BW25113_3619	b3619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
degS	DegS peptidase. Serine peptidase. MEROPS family S01B	1.16113235325833	2.32011039449072	-0.363643001115444	2.20848168558407	2.79298864848883	2.56895424092791	2.51060631965812	2.6045138663376	2.37955966698112	-0.629871680069435	1.75805747899996	0.699592952365631	-4.5	-4.5	ENC_34790	BN373_42841	ERS227112_00963	ROD_45881	SL1344_3321	SL3261_3321	STMMW_33481	STM_MW33481	SEN3182	t3265	EC958_3627	NCTC13441_00464	BW25113_3235	b3235	2	2	2	3	3	3	3	3	3	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cysB	Transcriptional regulator	1.33524697754779	1.69465919351538	-1.2805128171718	2.04995241571043	0.250386056911108	1.33515803757044	0.975463567177125	-0.414542079226605	0.825100597467854	1.20802688869791	0.240051878621494	0.666179634983651	0.306136234202969	4.5	ENC_08340	BN373_18961	ERS227112_05458	ROD_17281	SL1344_1645	SL3261_1645	STMMW_17081	STM_MW17081	SEN1320	t1626	EC958_1605	NCTC13441_02491	BW25113_1275	b1275	23	38	37	22	23	23	23	23	23	18	18	18	20	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	-1.30763579224347	1.57906389563909	-0.576888360017956	0.610296658699836	0.181865379723409	-2.05487006356388	-0.56251670797138	-4.5	-1.80638989359569	-4.5	1.07672957225625	0.346248388930372	0.876182592611516	4.5	ENC_20540	BN373_12671	ERS227112_03129	ROD_06751	SL1344_0660	SL3261_0660	STMMW_07361	STM_MW07361	SEN0640	t2202	EC958_0780	NCTC13441_03335	BW25113_0662	b0662	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubiH	2-octaprenyl-6-methoxyphenol hydroxylase /2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	-1.47115799721223	0.52882496803414	-4.5	0.252237596954355	-0.176992983863292	-1.8549189905617	-1.31921623817539	-4.5	-2.92776174666049	-2.36021569653442	0.242245772946578	-0.317973690494517	-0.85972491182951	4.5	ENC_31470	BN373_40071	ERS227112_01323	ROD_49261	SL1344_3033	SL3261_3033	STMMW_30171	STM_MW30171	SEN2900	t2975	EC958_3188	NCTC13441_00849	BW25113_2907	b2907	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hemB	porphobilinogen synthase	-1.60929735973313	1.6178071448812	-1.73154892961381	-4.5	-2.16931482585723	-4.5	-1.19992098922679	-4.5	-0.89496924430884	-1.8674918298109	-4.5	-1.84968713085351	-4.5	-4.5	ENC_23910	BN373_08041	ERS227112_02666	ROD_04141	SL1344_0367	SL3261_0367	STMMW_04421	STM_MW04421	SEN0355	t2492	EC958_0508	NCTC13441_03606	BW25113_0369	b0369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mreC	rod shape-determining protein MreC	-2.3421168721593	-4.5	-2.34111559663182	-0.172275594671488	-0.717534835310766	0.201356079891285	-0.99453176283691	-4.5	-1.02395769331189	-4.5	-0.167552180798895	-0.616648546628066	-0.634779351193181	-4.5	ENC_34950	BN373_42991	ERS227112_00948	ROD_45661	SL1344_3345	SL3261_3345	STMMW_33711	STM_MW33711	SEN3206	t3288	EC958_3641	NCTC13441_00450	BW25113_3250	b3250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pstC	phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)	1.78690212063807	2.26985738447215	-0.848588105419936	2.12085449310408	2.74311645062431	2.17768946925589	2.63204932837114	2.57182730545737	2.29874184138765	1.42585775011712	1.55165263790988	1.00954442926688	2.01691179243435	4.5	ENC_04080	BN373_47681	ERS227112_00451	ROD_40141	SL1344_3823	SL3261_3823	STMMW_38411	STM_MW38411	SEN3670	t3667	EC958_4200	NCTC13441_04790	BW25113_3727	b3727	2	4	4	6	1	1	1	2	1	1	6	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rfbB	dTDP-glucose 4,6-dehydratase	-0.567526289980898	2.47234829773289	2.35828676677867	2.21396815821661	2.52046431492587	2.48796757636735	2.39552047496304	2.23044156166672	2.21212172137167	2.04773555244774	2.48703572971301	2.47062347833482	2.40968219097705	4.5	ENC_503added	BN373_49161	ERS227112_01758	ROD_39591	SL1344_3881	SL3261_3881	STMMW_38971	STM_MW38971	SEN3727	t3375	EC958_4250	NCTC13441_04735	BW25113_3788	b3788	2	2	2	2	2	2	2	2	3	4	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mraW	S-adenosyl-methyltransferase MraW	1.97594592156998	0.88257473161377	2.00768853137916	0.56868744472794	1.73814053371786	1.69684531339589	1.2848731227486	-0.159104086273351	0.863567626256739	0.249886130060875	1.45538612908874	0.823982300668902	0.98495321933182	4.5	ENC_45940	BN373_05751	ERS227112_02423	ROD_00881	SL1344_0120	SL3261_0120	STMMW_01261	STM_MW01261	SEN0121	t0124	EC958_0222	NCTC13441_03903	BW25113_0082	b0082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
