CS17_00008	transaldolase B,Transaldolase,transaldolase B,Transaldolase,transaldolase,Transaldolase
CS17_00949	ABC transporter ATP-binding protein/permease,ATP-binding/permease protein CydD,cysteine/glutathione ABC transporter membrane/ATP-binding component,ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain,thiol reductant ABC exporter, CydD subunit,ABC transporter transmembrane region
CS17_00953	outer-membrane lipoprotein carrier protein,P20,lipoprotein chaperone,Outer membrane lipoprotein-sorting protein,outer membrane lipoprotein carrier protein LolA,Outer membrane lipoprotein carrier protein LolA
CS17_00955	seryl-tRNA synthetase,Serine--tRNA ligase,seryl-tRNA synthetase,Prolyl-tRNA synthetase,serine--tRNA ligase,tRNA synthetase class II core domain (G, H, P, S and T)
CS17_00967	formate transporter 1,Formate channel 1,formate transporter,Formate/nitrite family of transporters,formate transporter FocA,Formate/nitrite transporter
CS17_00974	30S ribosomal protein S1,30S ribosomal protein S1,30S ribosomal protein S1,Cytidylate kinase,ribosomal protein S1,S1 RNA binding domain
CS17_00977	lipid A export permease MsbA,Lipid A export ATP-binding/permease protein MsbA,lipid transporter ATP-binding/permease protein,ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain,lipid A export permease/ATP-binding protein MsbA,ABC transporter transmembrane region
CS17_00978	tetraacyldisaccharide 4'-kinase (lipid A 4'-kinase),Tetraacyldisaccharide 4'-kinase,tetraacyldisaccharide 4'-kinase,tetraacyldisaccharide 4'-kinase,Tetraacyldisaccharide-1-P 4'-kinase
CS17_00980	peroxide and acid resistance protein, UPF0434 family,hypothetical protein,hypothetical protein,Trm112p-like protein
CS17_00981	3-deoxy-manno-octulosonate cytidylyltransferase,3-deoxy-manno-octulosonate cytidylyltransferase,3-deoxy-manno-octulosonate cytidylyltransferase,Spore coat polysaccharide biosynthesis protein, predicted glycosyltransferase,3-deoxy-D-manno-octulosonate cytidylyltransferase,Cytidylyltransferase
CS17_00985	chromosome partition protein,hypothetical protein,condesin subunit F,KicB killing factor
CS17_00986	condesin subunit E,hypothetical protein,condesin subunit E,Uncharacterized protein involved in chromosome partitioning,MukE-like family
CS17_00987	chromosome partition protein,Structural maintenance of chromosome-related protein,cell division protein MukB,Uncharacterized protein involved in chromosome partitioning,MukB N-terminal
CS17_00989	exported protein YcbK,Bacterial protein of unknown function (DUF882)
CS17_00993	asparaginyl-tRNA synthetase,Asparagine--tRNA ligase,asparaginyl-tRNA synthetase,Aspartyl/asparaginyl-tRNA synthetases,asparagine--tRNA ligase,tRNA synthetases class II (D, K and N)
CS17_01001	fimbrial-like adhesin protein,Fimbrial subunit ElfA precursor,fimbrial protein BcfA,P pilus assembly protein, pilin FimA,Fimbrial protein
CS17_01004	fimbrial-like adhesin protein,long polar fimbrial protein LpfD,P pilus assembly protein, pilin FimA
CS17_01008	dihydroorotate dehydrogenase 2,Dihydroorotate dehydrogenase (quinone),dihydroorotate dehydrogenase 2,Dihydroorotate dehydrogenase,dihydroorotate dehydrogenase (fumarate),Dihydroorotate dehydrogenase
CS17_01017	3-hydroxydecanoyl-ACP dehydratase,3-hydroxydecanoyl-[acyl-carrier-protein
CS17_01020	outer membrane protein A,Outer membrane protein II*,outer membrane protein A,Outer membrane protein and related peptidoglycan-associated (lipo)proteins,peptidoglycan-associated lipoprotein,OmpA-like transmembrane domain
CS17_01021	SOS cell division inhibitor,Cell division inhibitor SulA,SOS cell division inhibitor,SOS-response cell division inhibitor, blocks FtsZ ring formation,cell division inhibitor SulA,Cell division inhibitor SulA
CS17_01026	methylglyoxal synthase,Methylglyoxal synthase,methylglyoxal synthase,Methylglyoxal synthase,methylglyoxal synthase,MGS-like domain
CS17_01029	DNA-binding protein,Heat shock protein hspQ,heat shock protein HspQ,hemimethylated DNA binding domain,Hemimethylated DNA-binding protein YccV like
CS17_01033	putative carrier/transport protein,Modulator of FtsH protease YccA,HflBKC-binding inner membrane protein,Inhibitor of apoptosis-promoting Bax1
CS17_01043	small predicted membrane protein,hypothetical protein,hypothetical protein,Membrane bound YbgT-like protein
CS17_01050	outer membrane lipoprotein,Group 4 capsule protein B homolog,Protein of unknown function (DUF2886)
CS17_01051	inner membrane protein,Group 4 capsule protein A homolog
CS17_01063	yccE,hypothetical protein
CS17_01087	putative diguanylate cyclase,Probable diguanylate cyclase YcdT,response regulator PleD,Response regulator containing a CheY-like receiver domain and a GGDEF domain,diguanylate cyclase (GGDEF) domain,GGDEF domain
CS17_01088	IS3 element transposase,Integrase core domain
CS17_01091	inner membrane protein
CS17_01096	Protein of unknown function (DUF3296)
CS17_01103	aspartate racemase,Aspartate racemase,putative racemase,aspartate racemase,Asp/Glu/Hydantoin racemase
CS17_01110	IS1 transposase,IS1 transposase
CS17_01111	IS1 transposase,Transposase and inactivated derivatives,InsA C-terminal domain
CS17_01113	Beta-lactamase OXA-1 precursor,Penicillin binding protein transpeptidase domain
CS17_01118	putative plasmid-like protein,Acetyltransferase (GNAT) family
CS17_01119	chloramphenicol acetyltransferase,Chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,Chloramphenicol acetyltransferase
CS17_01120	Insertion element protein
CS17_01121	IS1 transposase,IS1 transposase
CS17_01123	operon control protein,hypothetical protein,right oriC-binding transcriptional activator,DNA gyrase inhibitor,YSIRK-targeted surface antigen transcriptional regulator,Helix-turn-helix domain
CS17_01126	IS1 transposase,Transposase and inactivated derivatives,InsA C-terminal domain
CS17_01131	KpLE2 phage-like element
CS17_01149	hypothetical protein
CS17_01170	aec79
CS17_01179	csgab operon transcriptional regulator,CsgBAC operon transcriptional regulatory protein,DNA-binding transcriptional regulator CsgD,ATP-dependent transcriptional regulator,transcriptional regulator EpsA,Bacterial regulatory proteins, luxR family
CS17_01180	curlin minor subunit,Fimbrin SEF17 minor subunit,curlin minor subunit CsgB,Curlin associated repeat
CS17_01186	glucans biosynthesis acyltransferase,Glucans biosynthesis protein C,glucans biosynthesis protein,Uncharacterized protein conserved in bacteria,Acyltransferase family
CS17_01192	lipid A biosynthesis lauroyl acyltransferase,Lipid A biosynthesis lauroyl acyltransferase,lipid A biosynthesis lauroyl acyltransferase,Lauroyl/myristoyl acyltransferase,lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase,Bacterial lipid A biosynthesis acyltransferase
CS17_01198	biofilm formation regulatory protein BssS,biofilm formation regulatory protein BssS
CS17_01199	damage-inducible protein,DNA-damage-inducible protein I,DNA damage-inducible protein I,DinI-like family
CS17_01204	ribosomal-protein-alanine acetyltransferase,Putative ribosomal N-acetyltransferase YdaF,ribosomal-protein-S5-alanine N-acetyltransferase,pseudaminic acid biosynthesis N-acetyl transferase,Acetyltransferase (GNAT) family
CS17_01207	integral membrane protein MviN,Probable peptidoglycan biosynthesis protein MurJ,integral membrane protein MviN,MviN-like protein
CS17_01226	conserved protein, DUF177 family,hypothetical protein,Uncharacterized ACR, COG1399
CS17_01228	glycerol-3-phosphate acyltransferase PlsX,Phosphate acyltransferase,putative phosphate acyltransferase,Fatty acid/phospholipid biosynthesis enzyme,fatty acid/phospholipid synthesis protein PlsX,Fatty acid synthesis protein
CS17_01229	3-oxoacyl-ACP synthase,3-oxoacyl-[acyl-carrier-protein
CS17_01230	malonyl CoA-acyl carrier protein transacylase,Malonyl CoA-acyl carrier protein transacylase,(acyl-carrier-protein) S-malonyltransferase,malonyl CoA-acyl carrier protein transacylase,Acyl transferase domain
CS17_01231	3-oxoacyl-ACP reductase,3-oxoacyl-[acyl-carrier-protein
CS17_01232	acyl carrier protein,Fatty acid synthase acyl carrier protein,acyl carrier protein,Acyl carrier protein,acyl carrier protein,Phosphopantetheine attachment site
CS17_01236	thymidylate kinase,Thymidylate kinase,thymidylate kinase,thymidylate kinase,Thymidylate kinase
CS17_01237	DNA polymerase III subunit delta',DNA polymerase III subunit delta',DNA polymerase III subunit delta',DNA polymerase III, delta' subunit,DNA polymerase III, delta subunit, C terminal
CS17_01254	outer membrane-specific lipoprotein transporter subunit LolC,Lipoprotein-releasing system transmembrane protein lolC,outer membrane-specific lipoprotein transporter subunit LolC,lipoprotein releasing system, transmembrane protein, LolC/E family,FtsX-like permease family
CS17_01255	lipoprotein transporter ATP-binding subunit,Lipoprotein-releasing system ATP-binding protein LolD,lipoprotein transporter ATP-binding subunit,Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component,lipoprotein releasing system, ATP-binding protein,ABC transporter
CS17_01256	lipoprotein-releasing system transmembrane protein,Lipoprotein-releasing system transmembrane protein lolE,outer membrane-specific lipoprotein transporter subunit LolE,lipoprotein releasing system, transmembrane protein LolE,FtsX-like permease family
CS17_01266	putative prophage protein,Protein of unknown function (DUF1482)
CS17_01267	cell division inhibition protein,DicB protein
CS17_01273	putative prophage repressor,Peptidase S24-like
CS17_01279	putative prophage protein
CS17_01304	Head decoration protein from bacteriophage origin,Bacteriophage lambda head decoration protein D
CS17_01306	DNA packaging protein from bacteriophage origin
CS17_01307	minor capsid protein,Phage Head-Tail Attachment
CS17_01321	tail fiber assembly protein (gpg),Caudovirales tail fibre assembly protein
CS17_01322	tail fiber assembly protein,Caudovirales tail fibre assembly protein
CS17_01323	putative phage tail protein
CS17_01332	adenylosuccinate lyase,Adenylosuccinate lyase,adenylosuccinate lyase,Adenylosuccinate lyase,adenylosuccinate lyase,Lyase
CS17_01334	tRNA-specific 2-thiouridylase MnmA,tRNA-specific 2-thiouridylase mnmA,tRNA-specific 2-thiouridylase MnmA,Predicted ATPase of the PP-loop superfamily implicated in cell cycle control,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,tRNA methyl transferase
CS17_01339	MerR family transcriptional regulator,HTH-type transcriptional repressor YcgE,transcriptional regulator MirA,Hg(II)-responsive transcriptional regulator,MerR family regulatory protein
CS17_01344	putative signal transduction protein,hypothetical protein,phage resistance protein,Predicted signal transduction protein containing sensor and EAL domains,EAL domain
CS17_01346	putative outer membrane autotransporter barrel, putative pectin lyase fold,Outer membrane protein IcsA autotransporter precursor,putative lipoprotein/autotransporter domain-containing protein,Type V secretory pathway, adhesin AidA,outer membrane autotransporter barrel domain,Autotransporter beta-domain
CS17_01348	conserved protein, UPF0757 family
CS17_01349	cell division topological specificity factor MinE,Cell division topological specificity factor,cell division topological specificity factor MinE,cell division topological specificity factor MinE,Septum formation topological specificity factor MinE
CS17_01350	septum site-determining protein MinD,Cell division inhibitor MinD,cell division inhibitor MinD,Septum formation inhibitor-activating ATPase,septum site-determining protein MinD,CobQ/CobB/MinD/ParA nucleotide binding domain
CS17_01353	protein YcgK,Inhibitor of g-type lysozyme precursor,Bacterial pre-peptidase C-terminal domain
CS17_01356	putative cytoplasmic protein YcgN,hypothetical protein,Uncharacterized conserved protein,Flagellin N-methylase
CS17_01357	hemolysin E,Silent hemolysin SheA,hemolysin E,Haemolysin E (HlyE)
CS17_01380	membrane protein
CS17_01382	Peptidyl-tRNA hydrolase,Peptidyl-tRNA hydrolase,peptidyl-tRNA hydrolase,Peptidyl-tRNA hydrolase,peptidyl-tRNA hydrolase,Peptidyl-tRNA hydrolase
CS17_01385	ribose-phosphate pyrophosphokinase,Ribose-phosphate pyrophosphokinase,ribose-phosphate pyrophosphokinase,ribose-phosphate diphosphokinase,Phosphoribosyl transferase domain
CS17_01386	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,GHMP kinases N terminal domain
CS17_01387	outer membrane lipoprotein LolB,Outer-membrane lipoprotein lolB precursor,outer membrane lipoprotein LolB,outer membrane lipoprotein LolB,Outer membrane lipoprotein LolB
CS17_01388	glutamyl-tRNA reductase,Glutamyl-tRNA reductase,glutamyl-tRNA reductase,Glutamyl-tRNA reductase,glutamyl-tRNA reductase,Glutamyl-tRNAGlu reductase, N-terminal domain
CS17_01389	peptide chain release factor 1,Peptide chain release factor 1,peptide chain release factor 1,peptide chain release factor 1,PCRF domain
CS17_01393	3-deoxy-7-phosphoheptulonate synthase,2-dehydro-3-deoxyphosphooctonate aldolase,2-dehydro-3-deoxyphosphooctonate aldolase,3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase,3-deoxy-8-phosphooctulonate synthase,DAHP synthetase I family
CS17_01398	calcium/sodium:proton antiporter,Calcium/proton antiporter,calcium/sodium:proton antiporter,Ca2 /H  antiporter,calcium/proton exchanger,Sodium/calcium exchanger protein
CS17_01420	UTP--glucose-1-phosphate uridylyltransferase,UTP--glucose-1-phosphate uridylyltransferase,UTP--glucose-1-phosphate uridylyltransferase subunit GalU,CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epitopes,UTP-glucose-1-phosphate uridylyltransferase,Nucleotidyl transferase
CS17_01422	thymidine kinase,Thymidine kinase,thymidine kinase,Thymidine kinase
CS17_01427	oligopeptide ABC transporter,Oligopeptide transport system permease protein oppB,oligopeptide transporter permease,nickel ABC transporter, permease subunit NikB,Binding-protein-dependent transport system inner membrane component
CS17_01439	outer membrane protein W,Outer membrane protein W precursor,outer membrane protein W,Outer membrane protein W,OmpW family
CS17_01440	protein YciE,hypothetical protein,Domain of unknown function (DUF892)
CS17_01441	YciF protein,hypothetical protein,Domain of unknown function (DUF892)
CS17_01442	protein,Stress-induced bacterial acidophilic repeat motif
CS17_01456	DNA topoisomerase I,DNA topoisomerase 1,DNA topoisomerase I subunit omega,Zn-finger domain associated with topoisomerase type I,DNA topoisomerase I,DNA topoisomerase
CS17_01457	HTH-type transcriptional regulator CysB,Cys regulon transcriptional activator,transcriptional regulator CysB,aminoethylphosphonate catabolism associated LysR family transcriptional regulator,LysR substrate binding domain
CS17_01459	protein, C-ter fragment, truncated protein
CS17_01462	GTP cyclohydrolase II,GTP cyclohydrolase-2,GTP cyclohydrolase II,GTP cyclohydrolase II,GTP cyclohydrolase II
CS17_01468	osmotically inducible lipoprotein B,lipoprotein,Glycine zipper 2TM domain
CS17_01474	enoyl-(acyl carrier protein) reductase,Enoyl-[acyl-carrier-protein
CS17_01485	transcriptional regulator of the polyamine metabolism genes,HTH-type transcriptional regulator PuuR,DNA-binding transcriptional repressor PuuR,Uncharacterized conserved protein, contains double-stranded beta-helix domain,transcriptional regulator, y4mF family,Cupin domain
CS17_01494	phage shock protein E (rhodanase-like protein),Thiosulfate sulfurtransferase PspE precursor,thiosulfate:cyanide sulfurtransferase,Uncharacterized conserved protein,phage shock operon rhodanese PspE,Rhodanese-like domain
CS17_01505	outer membrane protein G,Outer membrane protein G precursor,Outer membrane protein G (OmpG)
CS17_01518	inner membrane protein,Protein of unknown function (DUF2534)
CS17_01542	Uncharacterized protein conserved in bacteria,Protein of unknown function (DUF1318)
