Gene	Product	log(ii/essentiality_threshold)														Locus tag														Number of copies of gene in the genome														path_id	path_name
		Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
glyS	glycyl-tRNA synthetase beta chain	-2.2538956649	-1.7707457036	-4.5	-4.5	-2.6948533196	-2.786494559	-1.9643564881	-4.5	-1.56363845	-4.5	-2.0619375816	-4.5	-4.5	-4.5	ENC_47290	BN373_45651	ERS227112_00657	ROD_42471	SL1344_3620	SL3261_3620	STMMW_36441	STM_MW36441	SEN3477	t3864	EC958_3964	NCTC13441_00125	BW25113_3559	b3559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
hisS	Histidine--tRNA ligase	-4.5	-0.2893629097	-4.5	-4.5	-2.4704004125	-4.5	-0.5985874895	-4.5	-1.204818169	-4.5	-4.5	-1.834532731	-4.5	-4.5	ENC_448added	BN373_35011	ERS227112_00071	ROD_24571	SL1344_2484	SL3261_2484	STMMW_25391	STM_MW25391	SEN2502	t0334	EC958_2824	NCTC13441_01222	BW25113_2514	b2514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
ileS	Isoleucyl-tRNA synthetase	-4.5	-4.5	-4.5	-2.204556079	-2.7444829671	-4.5	-1.6803383117	-4.5	-2.0037392907	-4.5	-3.5579869786	-3.038856734	-4.5	-4.5	ENC_45430	BN373_05021	ERS227112_02356	ROD_00231	SL1344_0047	SL3261_0047	STMMW_00471	STM_MW00471	SEN0046	t0048	EC958_0158	NCTC13441_03966	BW25113_0026	b0026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
leuS	leucyl-tRNA synthetase	-3.2209201496	-4.5	-4.5	-1.8965986097	-2.4729499241	-4.5	-2.0562340442	-1.7920479185	-1.02472255	-2.7619018971	-2.3758178773	-4.5	-2.3896088063	-4.5	ENC_20680	BN373_12541	ERS227112_03116	ROD_06621	SL1344_0636	SL3261_0636	STMMW_07131	STM_MW07131	SEN0617	t2219	EC958_0761	NCTC13441_03353	BW25113_0642	b0642	2	2	2	2	2	2	2	2	2	2	2	2	2	2	eco00970	Aminoacyl-tRNA biosynthesis 
lysS	Lysine--tRNA ligase	-0.6771462674	-0.2903223191	-2.3130537979	-4.5	-2.8201224101	-4.5	-1.5595124487	-4.5	-0.9589091289	-1.8508407725	-0.4434899444	-0.4239039591	0	4.5	ENC_373added	BN373_39851	ERS227112_01345	ROD_49431	SL1344_3016	SL3261_3016	STMMW_30001	STM_MW30001	SEN2883	t2958	EC958_3171	NCTC13441_00865	BW25113_2890	b2890	2	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
metG	methionyl-tRNA synthetase	-1.9541902001	-1.7118048697	-1.8365059783	-2.2253640484	-4.5	-4.5	-2.441329557	-4.5	-0.8362652109	-4.5	-2.7433501962	-2.2946827749	-0.8192505389	-4.5	ENC_40450	BN373_31631	ERS227112_04019	ROD_22361	SL1344_2132	SL3261_2132	STMMW_21861	STM_MW21861	SEN2148	t0701	EC958_2449	NCTC13441_01596	BW25113_2114	b2114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
pheS	phenylalanyl-tRNA synthetase, alpha subunit	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.2791328647	-4.5	-1.61139254	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14140	BN373_27621	ERS227112_04497	ROD_13411	SL1344_1271	SL3261_1271	STMMW_13441	STM_MW13441	SEN1707	t1218	EC958_1936	NCTC13441_02165	BW25113_1714	b1714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
pheT	phenylalanyl-tRNA synthetase beta subunit	-4.5	-4.5	-4.5	-4.5	-2.8407165536	-4.5	-1.4705570857	-4.5	-1.2447517562	-4.5	-2.737212054	-4.5	-4.5	-4.5	ENC_14130	BN373_27611	ERS227112_04498	ROD_13421	SL1344_1272	SL3261_1272	STMMW_13451	STM_MW13451	SEN1706	t1219	EC958_1935	NCTC13441_02166	BW25113_1713	b1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
proS	prolyl-tRNA synthetase, family II	-4.5	-1.7910855238	-4.5	-4.5	-2.0894126233	-2.0000781697	-1.255867709	-4.5	-1.185220999	-4.5	-4.5	-4.5	-1.9601942484	-4.5	ENC_47160	BN373_06991	ERS227112_02550	ROD_02041	SL1344_0243	SL3261_0243	STMMW_02481	STM_MW02481	SEN0250	t0245	EC958_0341	NCTC13441_03781	BW25113_0194	b0194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
serS	seryl-tRNA synthetase	-4.5	-1.2313517487	-4.5	-4.5	-2.5258347681	-2.1495591277	-4.5	-4.5	-1.0678847303	-4.5	-2.266706409	-4.5	-4.5	-4.5	ENC_17880	BN373_15411	ERS227112_03412	ROD_09571	SL1344_0901	SL3261_0901	STMMW_09751	STM_MW09751	SEN0868	t1971	EC958_1005	NCTC13441_03100	BW25113_0893	b0893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
thrS	threonyl-tRNA synthetase /Ser-tRNA(Thr) hydrolase	-2.5597155827	-4.5	-4.5	-4.5	-2.6282753795	-4.5	-1.9559908459	-4.5	-0.5789376513	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14180	BN373_27661	ERS227112_04492	ROD_13371	SL1344_1267	SL3261_1267	STMMW_13401	STM_MW13401	SEN1711	t1213	EC958_1940	NCTC13441_02160	BW25113_1719	b1719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
trpS	tryptophanyl-tRNA synthetase	2.8334417226	2.7186619774	2.2488527468	-0.8264310805	2.4281400538	2.4860708611	2.388679529	2.3284329227	2.5025795365	2.7888904888	-2.5282659622	-4.5	-4.5	-4.5	ENC_25810	BN373_43921	ERS227112_00830	ROD_44391	SL1344_3448	SL3261_3448	STMMW_34711	STM_MW34711	SEN3307	t4024	EC958_3775	NCTC13441_00316	BW25113_3384	b3384	2	2	2	1	2	2	2	2	2	2	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
tyrS	tyrosyl-tRNA synthetase	-4.5	-4.5	-4.5	-4.5	-2.2101441111	-4.5	-1.485668001	-0.7021489058	-0.9869619976	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_13080	BN373_25561	ERS227112_04699	ROD_14301	SL1344_1381	SL3261_1381	STMMW_14521	STM_MW14521	SEN1598	t1317	EC958_1860	NCTC13441_02244	BW25113_1637	b1637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00970	Aminoacyl-tRNA biosynthesis 
valS	valyl-tRNA synthetase	-3.3666751076	-0.8691893122	-4.5	-1.8572976755	-2.7602528452	-3.4713368226	-1.4988252433	-1.4665770088	-1.3491919019	-4.5	-1.6815252943	-4.5	-4.5	-4.5	ENC_34520	BN373_02801	ERS227112_02145	ROD_33241	SL1344_4405	SL3261_4405	STMMW_44211	STM_MW44211	SEN4228	t4510	EC958_4752	NCTC13441_04190	BW25113_4258	b4258	2	2	2	2	2	2	2	2	2	2	2	2	2	2	eco00970	Aminoacyl-tRNA biosynthesis 
glsA	L-glutaminase	1.662864954	1.924274131	1.5341912034	2.0697236627	2.0500824944	2.2045693215	1.6260301677	1.8410925636	1.2880602833	0.8039099171	2.3631648734	2.0328401183	-0.0540864247	4.5	ENC_10670	BN373_22121	ERS227112_05036	ROD_15191	SL1344_1455	SL3261_1455	STMMW_15251	STM_MW15251	SEN1526	t1446	EC958_1780	NCTC13441_02322	BW25113_1524	b1524	1	1	1	1	1	1	1	1	1	1	2	2	2	2	eco00220	Arginine biosynthesis 
ugd	UDP-glucose 6-dehydrogenase	-4.5	0.5196473307	0.2896371333	3.1503619667	2.1182923649	2.6411389689	2.6466375663	3.2897082936	2.834824785	3.6084339541	2.5360803023	3.0495476577	3.108833152	4.5	ENC_506added	BN373_30991	ERS227112_04086	ROD_21661	SL1344_2057	SL3261_2057	STMMW_21111	STM_MW21111	SEN2079	t0793	EC958_2369	NCTC13441_01684	BW25113_2028	b2028	2	2	2	2	2	2	2	2	2	3	2	2	2	2	eco00053	Ascorbate and aldarate metabolism 
cheY	Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	1.9017074767	X	X	1.7678906802	1.9909060709	1.8878035594	2.2095504968	-4.5	1.6066414921	1.4850026352	1.1631076425	0.9611107845	-0.0855715899	4.5	ENC_06120	X	X	ROD_19301	SL1344_1851	SL3261_1851	STMMW_18991	STM_MW18991	SEN1087	t0961	EC958_2104	NCTC13441_02000	BW25113_1882	b1882	3	0	0	1	1	1	1	1	1	1	1	1	1	1	eco02030	Bacterial chemotaxis 
ffh	signal recognition particle subunit FFH/SRP54 (srp54)	-4.5	-1.4458346298	-4.5	-4.5	-2.5042030368	-2.4000267764	-2.3239087356	-4.5	-1.2873580612	-4.5	-4.5	-1.9413495378	-4.5	-4.5	ENC_28090	BN373_35871	ERS227112_01710	ROD_25601	SL1344_2650	SL3261_2650	STMMW_26911	STM_MW26911	SEN2598	t2632	EC958_2912	NCTC13441_01131	BW25113_2610	b2610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
ftsY	signal recognition particle-docking protein FtsY	-4.5	-1.4074454644	-4.5	-2.3340663714	-1.1372422641	-2.4239179276	-1.3668556133	-2.1536695855	-0.4748992468	-4.5	-4.5	-4.5	-0.8742417392	-4.5	ENC_26560	BN373_44651	ERS227112_00755	ROD_43571	SL1344_3536	SL3261_3536	STMMW_35601	STM_MW35601	SEN3394	t3951	EC958_3858	NCTC13441_00236	BW25113_3464	b3464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
oxaA	protein translocase subunit yidC	-3.1276006302	-4.5	-2.3452115994	-1.0557314214	-2.4515219474	-3.1091503364	-3.0983295427	-4.5	-1.3263671123	-4.5	-2.1959395361	-4.5	-4.5	-4.5	ENC_03960	BN373_47531	ERS227112_00468	ROD_40241	SL1344_3809	SL3261_3809	STMMW_38271	STM_MW38271	SEN3659	t3678	EC958_4179	NCTC13441_04811	BW25113_3705	b3705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secA	protein translocase subunit secA	-4.5	-2.3504851483	-4.5	-1.6643624198	-3.324639951	-3.2480454273	-1.768822114	-2.2910076685	-0.9075073635	-3.0658097503	-3.4251124156	-2.3008947869	-4.5	-4.5	ENC_46100	BN373_05911	ERS227112_02438A	ROD_01041	SL1344_0136	SL3261_0136	STMMW_01421	STM_MW01421	SEN0137	t0140	EC958_0239	NCTC13441_15added	BW25113_0098	b0098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secB	protein translocase subunit secB	0.4697972802	-4.5	0.3415819468	-1.3447486223	1.7134172198	2.5525680652	0.7596235223	1.1660077418	1.6404396691	0.924769354	1.8665094383	0.4701120623	1.5761058954	4.5	ENC_02270	BN373_45951	ERS227112_00625	ROD_42071	SL1344_3667	SL3261_3667	STMMW_36891	STM_MW36891	SEN3523	t3818	EC958_4017	NCTC13441_00074	BW25113_3609	b3609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secD	protein-export membrane protein SecD	-2.2167319617	-1.7595987938	-4.5	-1.429193909	-2.8067251246	-1.988219254	-4.5	-1.4357332419	-0.6491705716	-1.2977407538	-1.0039810667	-2.4018543231	-4.5	-4.5	ENC_23520	BN373_08481	ERS227112_02710	ROD_04561	SL1344_0402	SL3261_0402	STMMW_04771	STM_MW04771	SEN0390	t2456	EC958_0546	NCTC13441_03571	BW25113_0408	b0408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secE	protein translocase subunit secE/sec61 gamma	-1.425816242	-4.5	-4.5	-0.9973937429	-4.5	-4.5	-1.0442270767	-4.5	-0.5585788987	-4.5	-4.5	-1.2880778793	-4.5	-4.5	ENC_01450	BN373_49741	ERS227112_01828	ROD_37711	SL1344_4086	SL3261_4086	STMMW_41001	STM_MW41001	SEN3931	t3480	EC958_5092	NCTC13441_04515	BW25113_3981	b3981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secF	protein-export membrane protein SecF	X	-4.5	-4.5	-4.5	-1.0655540308	-1.3443280345	-4.5	-4.5	-0.6105890461	-4.5	-0.8274921344	-4.5	-4.5	-4.5	X	BN373_08491	ERS227112_02711	ROD_04571	SL1344_0403	SL3261_0403	STMMW_04781	STM_MW04781	SEN0391	t2455	EC958_0547	NCTC13441_03570	BW25113_0409	b0409	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secG	protein translocase subunit secG	2.0932140728	2.040650379	-4.5	1.626785616	2.2002401899	2.3717619181	1.3333575726	1.8261665674	1.7002236067	1.5684892437	2.1736111759	1.6347822167	-4.5	4.5	ENC_34100	BN373_42351	ERS227112_01014	ROD_46581	SL1344_3264	SL3261_3264	STMMW_32911	STM_MW32911	SEN3126	t3210	EC958_3575	NCTC13441_00518	BW25113_3175	b3175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
secM	Secretion monitor precursor protein (SecM).	1.9569813473	0.4257301898	1.8009182214	1.5841493416	0.8155797448	1.7249705317	1.6270213521	0.9328954664	0.994969879	1.0735626531	0.2774263076	0.8310615727	1.2418015288	-4.5	ENC_46090	BN373_05901	ERS227112_02438	ROD_01031	SL1344_0135	SL3261_0135	STMMW_01411	STM_MW01411	SEN0136	t0139	EC958_0238	NCTC13441_03888	BW25113_0097	b0097	1	0	0	0	1	1	1	1	1	1	0	0	0	0	eco03070	Bacterial secretion system 
secY	protein translocase subunit secY/sec61 alpha	-2.6850222896	-1.8880438156	-2.5555756463	-2.2092303669	-2.7810797642	-2.1501118644	-0.5935677753	-1.7823136969	-1.4534033494	-4.5	-2.776181497	-4.5	-4.5	-4.5	ENC_25140	BN373_43361	ERS227112_00887	ROD_45221	SL1344_3387	SL3261_3387	STMMW_34131	STM_MW34131	SEN3248	t4085	EC958_3693	NCTC13441_00395	BW25113_3300	b3300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
tatE	Sec-independent protein translocase TatE	2.5839802043	2.2339914919	2.2007633622	2.9241072681	2.2004664578	2.0661526565	1.7256435412	-4.5	1.2723982718	1.5429323923	2.5112780326	1.7918991909	1.4859640585	4.5	ENC_20830	BN373_12391	ERS227112_03101	ROD_06411	SL1344_0620	SL3261_0620	STMMW_06971	STM_MW06971	SEN0601	t2235	EC958_0745	NCTC13441_03368	BW25113_0627	b0627	2	2	1	1	2	2	2	2	2	2	1	1	1	1	eco03070	Bacterial secretion system 
tolC	type I secretion outer membrane protein, TolC family	2.7466111639	2.6182513639	-2.4728287684	2.2600198166	1.7161808379	2.6878047071	2.3161031907	1.5698703908	2.1027623971	2.1650216852	2.0224312653	2.1898770442	2.2987666698	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	eco03070	Bacterial secretion system 
ligA	DNA ligase	-4.5	-1.8978812435	-4.5	-1.6655786484	-2.9193136466	-4.5	-1.8187412283	-1.5667557362	-1.7460126263	-4.5	-4.5	-2.2510425643	-2.2527592049	-4.5	ENC_464added	BN373_34161	ERS227112_03821	ROD_23701	SL1344_2390	SL3261_2390	STMMW_24461	STM_MW24461	SEN2408	t0431	EC958_5024	NCTC13441_01307	BW25113_2411	b2411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	eco03410	Base excision repair 
polA	DNA polymerase I	-1.9714971959	1.5166048373	-4.5	1.4818580185	0.1911740947	1.0835943715	-1.2622244056	-0.8398417362	-1.4205652563	-2.4851800505	1.0619313131	0.4679792727	-0.3795897634	-4.5	ENC_1added	BN373_48041	ERS227112_00414	ROD_38971	SL1344_3947	SL3261_3947	STMMW_39641	STM_MW39641	SEN3788	t3621	EC958_4341	NCTC13441_04638	BW25113_3863	b3863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03410	Base excision repair 
acrA	acriflavine resistance protein A	X	2.4547459247	-4.5	2.4841393351	1.3940436639	2.7025071793	2.4471681459	1.8167132263	1.9980365437	2.1686121094	1.4359518273	2.1765952402	2.2126261364	4.5	X	BN373_09321	ERS227112_02797	ROD_05181	SL1344_0469	SL3261_0469	STMMW_05461	STM_MW05461	SEN0457	t2384	EC958_0602	NCTC13441_03515	BW25113_0463	b0463	4	6	6	3	4	4	4	4	4	2	5	5	4	4	eco01501	beta-Lactam resistance 
acrB	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family	2.4712323722	2.5720722282	-4.5	2.2491501829	1.6149189161	2.5160652036	2.0631361827	1.5403672966	2.0007982741	2.1639071306	1.3722519411	2.0700217649	2.6042114086	4.5	ENC_22660	BN373_09311	ERS227112_02796	ROD_05171	SL1344_0468	SL3261_0468	STMMW_05451	STM_MW05451	SEN0456	t2385	EC958_0601	NCTC13441_03516	BW25113_0462	b0462	5	12	12	5	6	6	6	6	6	4	8	8	7	7	eco01501	beta-Lactam resistance 
ftsI	peptidoglycan synthetase FtsI	-2.6228967213	-1.9422305077	-4.5	-2.3567315436	-2.2218354335	-4.5	-2.7441098925	-4.5	-1.0012424099	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_45960	BN373_05771	ERS227112_02425	ROD_00901	SL1344_0122	SL3261_0122	STMMW_01281	STM_MW01281	SEN0123	t0126	EC958_0224	NCTC13441_03901	BW25113_0084	b0084	3	4	4	3	4	4	4	4	4	3	2	2	2	2	eco01501	beta-Lactam resistance 
mrdA	peptidoglycan glycosyltransferase /cell elongation-specific peptidoglycan D,D-transpeptidase	-4.5	-0.4940564391	-0.4018848093	0.0123107729	-1.0677907859	0.0856022003	-1.7518391105	-4.5	-0.3204047595	-4.5	-0.0714878394	-4.5	-4.5	-4.5	ENC_20740	BN373_12471	ERS227112_03109	ROD_06531	SL1344_0628	SL3261_0628	STMMW_07051	STM_MW07051	SEN0609	t2227	EC958_0754	NCTC13441_03360	BW25113_0635	b0635	3	4	4	3	4	4	4	4	4	3	2	2	2	2	eco01501	beta-Lactam resistance 
tolC	type I secretion outer membrane protein, TolC family	2.7466111639	2.6182513639	-2.4728287684	2.2600198166	1.7161808379	2.6878047071	2.3161031907	1.5698703908	2.1027623971	2.1650216852	2.0224312653	2.1898770442	2.2987666698	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	eco01501	beta-Lactam resistance 
acnB	aconitase	2.6081987806	1.9876938234	-0.176944007	1.9375338145	2.2372075442	2.041201891	1.9328987963	0.9487358422	1.5308715912	0.3601897732	1.091651065	1.3066494234	1.9978960016	4.5	ENC_46340	BN373_06141	ERS227112_02462	ROD_01251	SL1344_0159	SL3261_0159	STMMW_01641	STM_MW01641	SEN0162	t0164	EC958_0260	NCTC13441_03863	BW25113_0118	b0118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
asd	aspartate semialdehyde dehydrogenase	-2.6006232359	-1.0642164269	-4.5	-2.027308961	-2.7761227572	-2.8055279822	-2.6650798484	-4.5	-0.8980355883	-4.5	-2.0591453467	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
cysE	serine O-acetyltransferase	1.0837095836	0.6573880502	-4.5	1.314346542	-0.0609862357	1.208573829	0.6949488336	-4.5	0.0564886806	1.3664611489	-0.259906167	-0.09312706	0.1859459267	4.5	ENC_02250	BN373_45931	ERS227112_00627	ROD_42091	SL1344_3665	SL3261_3665	STMMW_36871	STM_MW36871	SEN3521	t3820	EC958_4015	NCTC13441_00076	BW25113_3607	b3607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
dapA	dihydrodipicolinate synthase	-4.5	-1.0326659276	-1.755275083	-4.5	-4.5	-4.5	-0.2582040824	-4.5	-1.1419139047	-4.5	-1.9570536408	-4.5	-4.5	4.5	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	BW25113_2478	b2478	3	2	2	5	3	3	3	3	3	2	6	6	4	4	eco01230	Biosynthesis of amino acids 
dapB	dihydrodipicolinate reductase	-4.5	-4.5	-4.5	-4.5	-2.1918244843	-1.0459014275	-2.0378687187	-4.5	-0.9213020262	-4.5	-4.5	-4.5	-1.2672584222	4.5	ENC_45560	BN373_05241	ERS227112_02375	ROD_00341	SL1344_0065	SL3261_0065	STMMW_00651	STM_MW00651	SEN0065	t0066	EC958_0164	NCTC13441_03960	BW25113_0031	b0031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.3012831517	-4.5	-0.7151335424	-4.5	-4.5	4.5	ENC_46870	BN373_06701	ERS227112_02520	ROD_01691	SL1344_0214	SL3261_0214	STMMW_02191	STM_MW02191	SEN0219	t0214	EC958_0312	NCTC13441_03812	BW25113_0166	b0166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
dapE	succinyldiaminopimelate desuccinylase	-4.5	-4.5	-4.5	-1.7124068477	-4.5	-2.0606213109	-1.2076347444	-0.9713157041	-1.8094679521	-4.5	-0.5771659116	-4.5	-4.5	4.5	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	BW25113_2472	b2472	1	3	2	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
dapF	diaminopimelate epimerase	1.3510488813	1.5881802739	2.608884139	-0.8627932363	-1.0756946321	0.5519342549	-2.447409834	0.1015249303	-0.5035644968	-4.5	1.6285710933	-4.5	-1.7754808583	4.5	ENC_01980	BN373_49331	ERS227112_01780	ROD_39421	SL1344_3901	SL3261_3901	STMMW_39181	STM_MW39181	SEN3744	t3350	EC958_4271	NCTC13441_04710	BW25113_3809	b3809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
eno	enolase	-4.5	-0.4138866294	-4.5	-1.4691359872	-4.5	-4.5	-4.5	-1.5505985829	-1.492243699	-4.5	0.3965460498	-2.1593127492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
fbaA	fructose-bisphosphate aldolase	X	-0.8946265231	-4.5	-4.5	-1.7958522457	-1.3666825203	-1.2360038199	-4.5	-0.9087222659	-2.3141521704	0.3985301564	-2.0147456354	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.9918123502	-4.5	-1.3420305258	-4.5	-0.9231260509	-4.5	0.1040114018	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	eco01230	Biosynthesis of amino acids 
glyA	serine hydroxymethyltransferase	-1.5695471202	-1.3466417536	-4.5	1.6585957606	0.5563811839	1.5967618923	-4.5	0.4159777824	-1.2462443696	-0.154086078	-1.6046028481	-4.5	-4.5	4.5	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	BW25113_2551	b2551	1	1	1	1	1	1	1	1	2	2	1	1	1	1	eco01230	Biosynthesis of amino acids 
icd	isocitrate dehydrogenase (NADP)	0.8975770359	0.3598895999	-4.5	0.1892814784	1.5591340033	1.4511651275	1.5375133499	0.2458733579	1.0905579873	-0.3658515076	-1.4498838492	-0.7604474198	1.2507240753	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	eco01230	Biosynthesis of amino acids 
metK	S-adenosylmethionine synthetase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.4170879356	-4.5	-1.5732397931	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_31920	BN373_40281	ERS227112_01288	ROD_50471	SL1344_3065	SL3261_3065	STMMW_30511	STM_MW30511	SEN2933	t3002	EC958_5057	NCTC13441_00810	BW25113_2942	b2942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01230	Biosynthesis of amino acids 
