STM_MW00581	citrate carrier protein
STM_MW09991	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity)
STM_MW10001	transferase activity, transferring phosphorus-containing groups
STM_MW10031	Involved in chromosome condensation, segregation and cell cycle progression. May participate in facilitating chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division. Not required for mini-F plasmid partitioning. Probably acts via its interaction with MukB and MukE. Overexpression results in anucleate cells. It has a calcium binding activity (By similarity)
STM_MW10041	Involved in chromosome condensation, segregation and cell cycle progression. May participate in facilitating chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division. Probably acts via its interaction with MukB and MukF (By similarity)
STM_MW10051	Plays a central role in chromosome condensation, segregation and cell cycle progression. Functions as a homodimer, which is essential for chromosome partition. Involved in negative DNA supercoiling in vivo, and by this means organize and compact chromosomes. May achieve or facilitate chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division (By similarity)
STM_MW10071	exported protein
STM_MW10081	beta-lactamase domain protein
STM_MW10111	asparaginyl-tRNA synthetase
STM_MW10131	Diaminopropionate ammonia-lyase
STM_MW10141	amino acid carrier protein
STM_MW10231	Helix-turn-helix
STM_MW26401	damage-inducible protein
STM_MW10301	damage-inducible protein
STM_MW26381	bacteriophage protein
STM_MW26371	Bacteriophage Lambda NinG protein
STM_MW10321	Bacteriophage Lambda NinG protein
STM_MW10341	Antitermination protein
STM_MW10371	NA
STM_MW10391	lysozyme
STM_MW10411	Protein of unknown function (DUF1441)
STM_MW10421	Phage terminase large subunit (GpA)
STM_MW10431	Phage portal protein, lambda family
STM_MW10441	ATP-dependent Clp protease, proteolytic subunit
STM_MW10451	RecA RadA recombinase
STM_MW10461	NA
STM_MW10471	Tail component
STM_MW10481	minor tail protein
STM_MW10491	Major tail protein
STM_MW10501	tail component of prophage cp-933k
STM_MW10511	tail component of prophage
STM_MW10521	tail length tape measure
STM_MW10531	minor tail protein
STM_MW10541	Attachment invasion
STM_MW10551	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
STM_MW10571	Tail assembly protein
STM_MW10581	Tail assembly protein
STM_MW10591	host specificity protein
STM_MW26081	tail fiber protein
STM_MW10611	Tail fiber assembly protein
STM_MW10661	Uncharacterised ACR, COG2135
STM_MW10691	Virulence protein
STM_MW10711	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor (By similarity)
STM_MW10781	(Lipo)protein
STM_MW10801	Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl- ACP to E-(2)-decenoyl-ACP and then its isomerization to Z-(3)- decenoyl-ACP. Can catalyze the dehydratase reaction for beta- hydroxyacyl-ACPs with saturated chain lengths up to 16 0, being most active on intermediate chain length (By similarity)
STM_MW10851	DNA transformation protein
STM_MW10971	Part of a sulfur-relay system (By similarity)
STM_MW10991	PipA protein
STM_MW11001	Pentapeptide repeat protein
STM_MW11021	Invasion protein
STM_MW11031	Converts phosphatidylinositol 3,4,5-trisphosphate (PtdIns 3,4,5-P3) to PtdIns 3-P and prevents the transition of PtdIns 3-P to PtdIns 3,5-P2. It is one of the known effectors injected by Salmonella into the host cell and is required for invasion and for an efficient generation and maintenance of Salmonella-containing vacuole (SVC). Alteration of the phosphoinositide composition of the plasma membrane causes membrane ruffling and actin cytoskeleton rearrangements. The persistence of PtdIns 3-P diverts the SCV from the endocytic pathway resulting in enlarged vesicles, which are essential to create a favorable environment where Salmonella can replicate and avoid immune defenses of the host cell
STM_MW11041	Dipeptidase
STM_MW11051	Histidine kinase
STM_MW11071	5-hydroxyisourate hydrolase
STM_MW11151	hydratase
STM_MW11171	Major Facilitator
STM_MW11181	4-hydroxyphenylacetate catabolism regulatory protein hpaa
STM_MW11201	Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS during magnesium starvation (By similarity)
STM_MW11211	Interacts with CbpA and inhibits both the DnaJ-like co- chaperone activity and the DNA binding activity of CbpA. Together with CbpA, modulates the activity of the DnaK chaperone system. Does not inhibit the co-chaperone activity of DnaJ (By similarity)
STM_MW11371	sodium solute
STM_MW11381	Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P) (By similarity)
STM_MW11391	Converts alpha-N-acetylneuranimic acid (Neu5Ac) to the beta-anomer, accelerating the equilibrium between the alpha- and beta-anomers. Probably facilitates sialidase-negative bacteria to compete sucessfully for limited amounts of extracellular Neu5Ac, which is likely taken up in the beta-anomer. In addition, the rapid removal of sialic acid from solution might be advantageous to the bacterium to damp down host responses (By similarity)
STM_MW11401	oligogalacturonate-specific porin
STM_MW11411	transporter
STM_MW11421	Oxidoreductase
STM_MW11451	cytoplasmic chaperone TorD family protein
STM_MW11471	Curli production assembly transport component CsgG
STM_MW11481	Curli production assembly transport component, CsgF
STM_MW11491	curli assembly protein CsgE
STM_MW11501	transcriptional regulator
STM_MW11511	Curli are coiled surface structures that assemble preferentially at growth temperatures below 37 degrees Celsius. Curli can bind to fibronectin. The minor subunit is the nucleation component of curlin monomers
STM_MW11521	Curli are coiled surface structures that assemble preferentially at growth temperatures below 37 degrees Celsius. Curli can bind to fibronectin
STM_MW11531	Plays a role in the extracellular assembly of CsgA into thin aggregative fimbriae (Tafi) fibers. Assembly may also require CsgE. Tafi are thought to be assembled via an extracellular nucleation-precipitation (ENP) pathway, and possibly also via an intracellular non-CsgC-dependent pathway (By similarity)
STM_MW11541	NA
STM_MW11571	Necessary for the succinyl substitution of periplasmic glucans. Could catalyze the transfer of succinyl residues from the cytoplasmic side of the membrane to the nascent glucan backbones on the periplasmic side of the membrane (By similarity)
STM_MW11601	(Lipo)protein
STM_MW11621	multidrug resistance protein mdtG
STM_MW11631	Lipid A biosynthesis lauroyl
STM_MW11661	cytochrome b561
STM_MW11671	biofilm formation
STM_MW11691	Biofilm formation regulatory protein BssS
STM_MW11721	(Lipo)protein
STM_MW11751	Ribosomal-protein-alanine acetyltransferase
STM_MW11781	Integral membrane protein mviN
STM_MW11931	Ribonuclease E
STM_MW11941	Uncharacterized protein YceQ
STM_MW11961	uncharacterized protein yiaF
STM_MW11991	metal-binding, possibly nucleic acid-binding protein
STM_MW12001	50s ribosomal protein l32
STM_MW12021	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids (By similarity)
STM_MW12031	malonyl CoA-acyl carrier protein transacylase
STM_MW12041	reductase
STM_MW12051	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)
STM_MW12061	Beta-ketoacyl synthase, C-terminal domain
STM_MW12081	Aminodeoxychorismate lyase
STM_MW12091	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis (By similarity)
STM_MW12101	dna polymerase iii
STM_MW12111	hydrolase, TatD family
STM_MW12161	Regulator of peptidoglycan synthesis that is essential for the function of penicillin-binding protein 1B (PBP1b) (By similarity)
STM_MW12201	NadH dehydrogenase
STM_MW12261	Lipoprotein releasing system transmembrane protein
STM_MW12271	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)
STM_MW12281	Lipoprotein releasing system transmembrane protein
STM_MW12301	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form. May also have NAD-dependent lysine demalonylase and desuccinylase activity (By similarity)
STM_MW12321	Putrescine ABC transporter
STM_MW12341	Putrescine ABC transporter
STM_MW12391	Cupin 4 family protein
STM_MW12411	Two component transcriptional regulator, winged helix family
STM_MW12421	adenylosuccinate lyase
STM_MW12431	High frequency lysogenization protein HflD homolog
STM_MW12441	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)
STM_MW12451	Nudix Hydrolase
STM_MW12471	Pseudouridine synthase
STM_MW12481	isocitrate dehydrogenase (NADP)
STM_MW12511	Virulence protein
STM_MW12521	RICIN
STM_MW12531	Cold shock-like protein
STM_MW12551	membrAne
STM_MW12561	Lysozyme inhibitor
STM_MW12581	Heat shock protein
STM_MW12601	cytochrome b561
STM_MW12611	NA
STM_MW12701	aminoglycoside resistance protein
STM_MW12711	regulatory protein
STM_MW12721	Transcriptional regulator
STM_MW12751	Catalyzes the Claisen rearrangement of chorismate to prephenate (By similarity)
STM_MW12781	Domain of unknown function (DUF1869)
STM_MW12791	NA
STM_MW12811	Transglycosylase-associated protein
STM_MW12881	YbaK prolyl-tRNA synthetase associated
STM_MW12891	Diguanylate cyclase
STM_MW12971	Catalyzes the NAD-dependent conversion of D-erythrose 4- phosphate to 4-phosphoerythronate (By similarity)
STM_MW12991	cytoplasmic protein
STM_MW13141	Transforms N(2)-succinylglutamate into succinate and glutamate (By similarity)
STM_MW13151	Periplasmic protein
STM_MW13171	NH3-dependent NAD( ) synthetase
STM_MW13181	DNA-binding transcriptional activator OsmE
STM_MW13191	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB
STM_MW13201	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC
STM_MW13221	transcriptional regulator ChbR
STM_MW13231	6-phospho-beta-glucosidase
STM_MW13261	Activates the cell division inhibited by chromosomal DNA over-replication (By similarity)
STM_MW13301	YfeABCD locus regulator
STM_MW13321	Uncharacterized protein ydiZ
STM_MW13341	Salt-induced outer membrane protein
STM_MW13351	Uncharacterized protein conserved in bacteria (DUF2219)
STM_MW13371	DNA RNA non-specific endonuclease
STM_MW13391	May link the O-antigen tetrasaccharide units into long chains, giving rise to typical smooth LPS
STM_MW13401	threonyl-tRNA synthetase
STM_MW13411	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)
STM_MW13421	50s ribosomal protein l35
STM_MW13431	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit (By similarity)
STM_MW13441	Phenylalanyl-tRNA synthetase alpha subunit
STM_MW13451	phenylalanyl-tRNA synthetase beta subunit
STM_MW13461	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control (By similarity)
STM_MW13491	ABC transporter
STM_MW13511	Diguanylate phosphodiesterase
STM_MW13551	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation (By similarity)
STM_MW13581	Inherit from proNOG: ferredoxin like protein
STM_MW13621	Transcriptional regulator
STM_MW13631	acyl-CoA dehydrogenase
STM_MW13641	CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons (By similarity)
STM_MW13651	Type I DHQase
STM_MW13661	NAD-dependent shikimate 5-dehydrogenase 2
STM_MW13671	amino acid amine transport protein
STM_MW13681	Inner membrane transport protein ydiM
STM_MW13691	Ydil protein
STM_MW13731	uncharacterized protein ydiH
STM_MW13741	Sodium:dicarboxylate symporter family
STM_MW13771	FeS assembly ATPase SufC
STM_MW13841	Amino acid
STM_MW13851	Proline imino-peptidase
STM_MW13861	cytoplasmic protein
STM_MW13871	Ribokinase
STM_MW13881	Tetrathionate reductase subunit A
STM_MW13941	Conserved protein
STM_MW13961	regulatoR
STM_MW13971	Two-component sensor
STM_MW13981	secreted effector protein
STM_MW13991	type iii secretion
STM_MW14001	type III secretion apparatus protein
STM_MW14011	NA
STM_MW14031	EspA family secreted protein
STM_MW14051	secretion system effector
STM_MW14061	pathogenicity island effector protein
STM_MW14071	NA
STM_MW14081	type iii secretion
STM_MW14091	NA
STM_MW14111	type iii secretion
STM_MW14141	type iii secretion
