STM_MW00581	citrate carrier protein
STM_MW06201	HTH_LUXR
STM_MW06211	Inherit from proNOG: transposase
STM_MW06221	Transposase
STM_MW06231	NA
STM_MW06241	Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides (By similarity)
STM_MW06251	Involved in O antigen modification. Involved in the translocation of bactoprenol-linked glucose across the cytoplasmic membrane (By similarity)
STM_MW06261	Histidine kinase
STM_MW06271	Heavy metal efflux pump, CzcA
STM_MW06281	Transcriptional regulator
STM_MW06291	pyridine nucleotide-disulfide oxidoreductase
STM_MW06301	UPF0379 protein ykgI
STM_MW06311	Inner membrane protein YkgB
STM_MW06321	Heat shock protein DnaJ domain protein
STM_MW06331	Amino Acid
STM_MW06341	Mechanosensitive ion channel
STM_MW06351	Outer membrane autotransporter
STM_MW06361	Transcriptional regulator
STM_MW06371	catalyzes the conversion of fructoselysine 6-phosphate to glucose 6-phosphate and lysine
STM_MW06381	SIS domain
STM_MW06391	transport protein
STM_MW06401	PTS system sorbose-specific iic component
STM_MW06411	pts system
STM_MW06421	PTS System
STM_MW06431	Nitroreductase
STM_MW06441	Pfam:DUF419
STM_MW06451	Tet-R family transcriptional regulator
STM_MW06461	transcriptional activator RamA
STM_MW06481	ATP-dependent carboxylate-amine ligase (By similarity)
STM_MW06491	Catalyzes the transfer of the 4'-phosphopantetheine moiety from coenzyme A to apo-domains of both EntB (an ArCP domain) and EntF (a PCP domain). Plays an essential role in the assembly of the enterobactin
STM_MW06501	Outer membrane receptor FepA
STM_MW06511	esterase
STM_MW06521	Conserved protein
STM_MW06531	AMP-binding enzyme
STM_MW06541	Ferric enterobactin transport protein
STM_MW06571	transport system permease protein
STM_MW06581	Enterobactin exporter entS
STM_MW06601	Isochorismate synthase
STM_MW06611	2,3-dihydroxybenzoate-AMP ligase
STM_MW06621	Isochorismatase
STM_MW06631	23-dihydro-2,3-dihydroxybenzoate dehydrogenase
STM_MW06641	Required for optimal enterobactin synthesis. Acts as a proofreading enzyme that prevents EntB misacylation by hydrolyzing the thioester bound existing between EntB and wrongly charged molecules (By similarity)
STM_MW06651	Carbon starvation protein
STM_MW06661	Protein of unknown function (DUF466)
STM_MW06671	iron-containing alcohol dehydrogenase
STM_MW06681	Aminotransferase
STM_MW06691	ParB domain protein nuclease
STM_MW06701	Domain of unknown function (DUF3440)
STM_MW06711	transcriptional regulator
STM_MW06721	disulfide isomerase, thiol-disulfide oxidase
STM_MW06731	alkyl hydroperoxide reductase subunit C (EC 1.11.1.15)
STM_MW06741	alkyl hydroperoxide reductase
STM_MW06751	Nitrate reductase delta subunit
STM_MW06761	Oxidoreductase
STM_MW06771	Iron-sulfur subunit
STM_MW06781	anchor subunit
STM_MW06791	Universal stress protein
STM_MW06801	Dehydrogenase
STM_MW06811	Nucleoside diphosphate kinase
STM_MW06821	Ribonuclease I
STM_MW06831	transporter
STM_MW06841	synthase
STM_MW06851	Transfers 2-(5''-triphosphoribosyl)-3'- dephosphocoenzyme-A on a serine residue to the apo-acyl carrier protein (gamma chain) of the citrate lyase to yield holo-acyl carrier protein (By similarity)
STM_MW06861	citrate lyase, alpha
STM_MW06871	Citrate lyase beta
STM_MW06881	Covalent carrier of the coenzyme of citrate lyase (By similarity)
STM_MW06891	(citrate (pro-3S)-lyase ligase)
STM_MW06901	signal transduction histidine kinase regulating citrate malate metabolism
STM_MW06911	transcriptional regulatory protein
STM_MW06921	C4-dicarboxylate transporter dcuC
STM_MW06931	PagP is required both for biosynthesis of hepta-acylated lipid A species containing palmitate and for resistance to cationic antimicrobial peptides (CAMPs). It catalyzes the transfer of a palmitate chain (16 0) from the sn-1 position of a glycerophospholipid to the free hydroxyl group of the (R)-3- hydroxymyristate chain at position 2 of lipid A (endotoxin) (By similarity)
STM_MW06941	Cold shock protein
STM_MW06951	Protein CrcB homolog
STM_MW06961	nitrilase cyanide hydratase and apolipoprotein n-acyltransferase
STM_MW06991	Transcriptional regulator
STM_MW07021	D-alanyl-D-alanine carboxypeptidase
STM_MW07031	rare lipoprotein a
STM_MW07061	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA (By similarity)
STM_MW07071	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation (By similarity)
STM_MW07081	phosphatase
STM_MW07091	threonine-phosphate decarboxylase
STM_MW07141	Dehydratase
STM_MW07151	D-galactarate dehydratase / Altronate hydrolase, C terminus
STM_MW07161	The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system (By similarity)
STM_MW07171	sigma-54 dependent transcriptional regulator
STM_MW07181	alpha helical protein
STM_MW07191	Sel1 domain protein repeat-containing protein
STM_MW07201	tRNA ligase
STM_MW07211	DnaJ domain protein
STM_MW07231	Hsc56 co-chaperone of HscC
STM_MW07241	chaperone
STM_MW07251	cytoplasmic protein
STM_MW07261	cytidine or uridine to ribose and cytosine or uracil, respectively (By similarity)
STM_MW07271	abc transporter atp-binding protein
STM_MW07281	(ABC) transporter
STM_MW07291	(ABC) transporter
STM_MW07301	Glutamate and aspartate transporter subunit
STM_MW07321	Magnesium and cobalt efflux protein
STM_MW07341	PhoH family
STM_MW07351	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine (By similarity)
STM_MW07371	NA
STM_MW07381	asparagine synthetase
STM_MW07391	UMP phosphatase
STM_MW07401	n-acetylglucosamine repressor
STM_MW07411	GlcNAc 6-P deacetylase
STM_MW07421	Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion (By similarity)
STM_MW07431	pts system
STM_MW07451	Outer membrane porin
STM_MW07461	(Lipo)protein
STM_MW07471	Major Facilitator Superfamily
STM_MW07481	Citrate utilization protein b
STM_MW07491	Tricarballylate dehydrogenase
STM_MW07501	lysr family transcriptional regulator
STM_MW07531	LexA regulated protein
STM_MW07541	Alpha beta hydrolase
STM_MW07551	Negative regulator of replication initiation, which contributes to regulation of DNA replication and ensures that replication initiation occurs exactly once per chromosome per cell cycle. Binds to pairs of hemimethylated GATC sequences in the oriC region, thus preventing assembly of replication proteins and re- initiation at newly replicated origins. Repression is relieved when the region becomes fully methylated (By similarity)
STM_MW07561	phosphoglucomutase EC 5.4.2.2
STM_MW07571	Pyridoxamine 5'-phosphate oxidase
STM_MW07581	putrescine transporter
STM_MW07591	decarboxylase
STM_MW07601	regulatoR
STM_MW07611	Histidine kinase
STM_MW07621	One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions. The C subunit may be involved in assembly of the KDP complex (By similarity)
STM_MW07631	One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity)
STM_MW07641	One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity)
STM_MW07651	Protein of unknown function (DUF2517)
STM_MW07661	Deoxyribodipyrimidine photo-lyase
STM_MW07671	proton-dependent permease that transports dipeptides (By similarity)
STM_MW07681	UPF0135 protein
STM_MW07691	Allophanate hydrolase subunit 1
STM_MW07701	allophanate hydrolase subunit 2
STM_MW07711	LamB YcsF family protein
STM_MW07731	type 1 fimbriae regulatory protein
STM_MW07751	NA
STM_MW07761	UDP-galactopyranose mutase
STM_MW07771	glycosyl transferase family
STM_MW07781	glycosyl transferase group 1
STM_MW07791	(ABC) transporter
STM_MW07801	ABC transporter
STM_MW07811	Glycosyl transferase family 2
STM_MW07821	Glycosyl transferase family 2
STM_MW07831	Hydrolase (HAD
STM_MW07851	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized pyrimidines, such as thymine glycol, 5,6-dihydrouracil and 5,6-dihydrothymine. Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'- phosphates (By similarity)
STM_MW07861	membrane protein AbrB duplication
STM_MW07871	citrate synthase
STM_MW07891	Succinate dehydrogenase, cytochrome b556 subunit
STM_MW07901	Succinate dehydrogenase hydrophobic membrane anchor
STM_MW07911	succinate dehydrogenase, flavoprotein subunit
STM_MW07921	succinate dehydrogenase
STM_MW07931	2-oxoglutarate dehydrogenase e1 component
STM_MW07951	succinyl-CoA synthetase subunit beta
STM_MW07961	Succinyl-CoA ligase ADP-forming subunit alpha
STM_MW08001	cyd operon protein YbgE
STM_MW08011	Thioesterase
STM_MW08021	tolQ protein
STM_MW08031	Colicin uptake protein TolR
STM_MW08041	Cell envelope integrity inner membrane protein TolA
STM_MW08051	Involved in the TonB-independent uptake of proteins (By similarity)
STM_MW08061	Peptidoglycan-associated lipoprotein
STM_MW08071	tol-pal system protein YbgF
STM_MW08081	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate (By similarity)
STM_MW08091	Nicotinamide mononucleotide transporter PnuC
STM_MW08101	cation diffusion facilitator family transporter
STM_MW08111	homeobox protein
STM_MW08121	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)
STM_MW08131	fumarate hydratase class I
STM_MW08141	fumarate hydratase class I
STM_MW08151	Transcriptional regulator
STM_MW08161	Transcriptional regulator lysR family
STM_MW08171	transporter
STM_MW08211	cytoplasmic protein
STM_MW08221	transport system permease protein
STM_MW08231	(ABC) transporter
STM_MW08241	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)
STM_MW08251	converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity)
STM_MW08261	Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P) (By similarity)
STM_MW08271	galactose-1-phosphate uridylyltransferase
STM_MW08281	udp-glucose 4-epimerase
STM_MW08291	Protein of unknown function (DUF2167)
STM_MW08301	ATP-binding protein
STM_MW08311	Transcriptional regulator, ModE
STM_MW08321	Protein of unknown function (DUF2592)
STM_MW08331	ABC transporter, periplasmic molybdate-binding protein
STM_MW08341	Molybdate ABC transporter
STM_MW08351	Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system (By similarity)
STM_MW08361	hydrolase
STM_MW08371	Catalyzes the hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate (By similarity)
STM_MW08381	Pectinesterase
STM_MW08391	imidazolone-5-propionate hydrolase
STM_MW08401	Formiminoglutamate hydrolase
STM_MW08411	histidine utilization repressor
STM_MW08421	Imidazolonepropionate hydrolase
STM_MW08431	Histidine ammonia-lyase
STM_MW08441	kinase inhibitor protein
STM_MW08451	Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor (By similarity)
STM_MW08461	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism (By similarity)
STM_MW08471	Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide (By similarity)
STM_MW08481	Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway (By similarity)
STM_MW08491	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring (By similarity)
STM_MW08501	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity)
STM_MW08521	Effector proteins function to alter host cell physiology and promote bacterial survival in host tissues. This protein is an E3 ubiquitin ligase that interferes with host's ubiquitination pathway
STM_MW08531	UPF0052 protein
STM_MW08541	Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)
STM_MW08551	molybdenum cofactor biosynthesis protein B
STM_MW08561	Together with MoaA, is involved in the conversion of 5'- GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)
STM_MW08581	molybdopterin
STM_MW08591	membrAne
STM_MW08601	conserved inner membrane protein
STM_MW08631	Uncharacterised protein family (UPF0104)
STM_MW08641	cardiolipin synthase 2
STM_MW08651	Endonuclease Exonuclease phosphatase
STM_MW08661	inner membrane protein ybhQ
STM_MW08671	(ABC) transporter
STM_MW08681	ABC transporter
STM_MW08691	(ABC) transporter
STM_MW08701	Upf0194 membrane protein
