Gene_EGGNOG	Gene_Keio	Pathway	DEG: Synechococcus elongatus PCC 7942	DEG: Mycobacterium tuberculosis H37Rv	DEG: Porphyromonas gingivalis ATCC 33277	DEG: Bacteroides thetaiotaomicron VPI-5482	DEG: Bacteroides fragilis 638R	DEG: Francisella novicida U112	DEG: Acinetobacter baumannii ATCC 17978	DEG: Pseudomonas aeruginosa PAO1	DEG: Shewanella oneidensis MR-1	TraDIS: Klebsiella pneumoniae Ecl8	TraDIS: Klebsiella pneumoniae RH201207	TraDIS: Escherichia coli ST131 EC958	TraDIS: Escherichia coli UPEC ST131 NCTC13441	Keio: Escherichia coli BW25113	TraDIS: Escherichia coli BW25113	TraDIS: Citrobacter rodentium ICC168	TraDIS: Salmonella Typhi Ty2	DEG: Salmonella enterica serovar Typhi	TraDIS: Salmonella Typhimurium A130	TraDIS: Salmonella Typhimurium D23580	TraDIS: Salmonella Typhimurium SL3261	TraDIS: Salmonella Typhimurium SL1344	TraDIS: Salmonella Enteritidis P125109	Symbiont: Secondary endosymbiont of Ctenarytaina eucalypti	Symbiont: Candidatus Moranella endobia PCIT	Symbiont: Secondary endosymbiont of Heteropsylla cubana	Symbiont: Candidatus Baumannia cicadellinicola strain BGSS	Symbiont: Candidatus Baumannia cicadellinicola strain B-GSS	Symbiont: Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Symbiont: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Symbiont: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Symbiont: Candidatus Blochmannia vafer str. BVAF	Symbiont: Candidatus Blochmannia floridanus	Symbiont: Candidatus Blochmannia pennsylvanicus str. BPEN	Symbiont: Candidatus Blochmannia chromaiodes str. 640	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Symbiont: Buchnera aphidicola str. Sg (Schizaphis graminum)	Symbiont: Buchnera aphidicola str. G002 (Myzus persicae)	Symbiont: Buchnera aphidicola str. USDA (Myzus persicae)	Symbiont: Buchnera aphidicola str. F009 (Myzus persicae)	Symbiont: Buchnera aphidicola str. W106 (Myzus persicae)	Symbiont: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Symbiont: Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Symbiont: Buchnera aphidicola str. Bp (Baizongia pistaciae)	Symbiont: Buchnera aphidicola BCc	Symbiont: Buchnera aphidicola (Cinara tujafilina)	Symbiont: Sodalis glossinidius str. morsitans	Symbiont: Sodalis praecaptivus strain HS1	Symbiont: Candidatus Sodalis pierantonius str. SOPE	DEG: Haemophilus influenzae Rd KW20	DEG: Vibrio cholerae N16961	DEG: Burkholderia pseudomallei K96243	DEG: Burkholderia thailandensis E264	DEG: Rhodopseudomonas palustris CGA009	DEG: Agrobacterium fabrum str. C58	DEG: Caulobacter crescentus	DEG: Brevundimonas subvibrioides ATCC 15264	DEG: Helicobacter pylori 26695	DEG: Mycoplasma genitalium G37	DEG: Mycoplasma pulmonis UAB CTIP	DEG: Streptococcus agalactiae A909	DEG: Streptococcus pyogenes NZ131	DEG: Streptococcus pyogenes MGAS5448	DEG: Staphylococcus aureus NCTC 8325	DEG: Staphylococcus aureus N315	DEG: Bacillus subtilis 168	Locus: Klebsiella pneumoniae Ecl8	Locus: Klebsiella pneumoniae RH201207	Locus: Escherichia coli ST131 EC958	Locus: Escherichia coli UPEC ST131 NCTC13441	Locus: Escherichia coli BW25113 (Keio)	Locus: Escherichia coli BW25113	Locus: Citrobacter rodentium ICC168	Locus: Salmonella Typhi Ty2	Locus: Salmonella Typhimurium A130	Locus: Salmonella Typhimurium D23580	Locus: Salmonella Typhimurium SL3261	Locus: Salmonella Typhimurium SL1344	Locus: Salmonella Enteritidis P125109	Enterobacteriaceae %essential	Endosymbiont %conserved	Gammaproteobacteria %essential	Gammaproteobacteria (excluding symbionts) %essential	Proteobacteria %essential	Proteobacteria (excluding symbionts) %essential	Bacteria %essential	Bacteria (excluding symbionts) %essential	Enterobacteriaceae: Ancestral essentiality	E. coli + Salmonella + Citrobacter: Ancestral essentiality	Salmonella + Citrobacter: Ancestral essentiality	Klebsiella: Ancestral essentiality	E. coli: Ancestral essentiality	Salmonella: Ancestral essentiality
yohN	rcnB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.43844247906614	2.02429668260996	3.11651124732051	3.69295749291786	N	3.88607234835789	3.29700663881826	3.50062461947062	A/N	3.16661556086157	3.1780789339244	3.17154095636604	2.93471838297003	3.28718839350905	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_31601	ERS227112_04022	EC958_2442	NCTC13441_01606	b2107	BW25113_2107	ROD_22301	t0708	STM_MW21791	STMMW_21791	SL3261_2125	SL1344_2125	SEN2144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
icd	icd	Citrate cycle (TCA cycle) / Glutathione metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / 2-Oxocarboxylic acid metabolism / Biosynthesis of amino acids	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	0.359889599894896	-4.5	-1.44988384924007	-0.760447419773653	N	1.25072407533559	0.189281478414419	-0.365851507589122	E	0.245873357892501	1.53751334990697	1.4511651275361	1.5591340033356	1.09055798729307	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_17611	ERS227112_03614	EC958_1333	NCTC13441_02776	b1136	BW25113_1136	ROD_12261	t1682	STM_MW12481	STMMW_12481	SL3261_1176	SL1344_1176	SEN1811	35.7	0.0	9.3	25.0	11.5	25.9	10.8	20.0	0	0	0	0	0	0
yciU	yciU	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.68159993257804	1.50558462158338	2.14734114693978	1.93515862655538	N	1.69827799322675	2.0624980253562	1.88794314742829	A/N	0.688040000524673	2.31867237827533	2.26897116310485	2.09081010194815	1.91587744970455	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_27871	ERS227112_04481	EC958_1522	NCTC13441_02586	b1248	BW25113_1248	ROD_17601	t1652	STM_MW17351	STMMW_17351	SL3261_1671	SL1344_1671	SEN_2added	0.0	5.9	5.6	5.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
cobC	cobC	Porphyrin and chlorophyll metabolism / Metabolic pathways	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.14883992339128	2.4132256048976	2.309417101543	2.16652207256107	N	2.29655940791509	2.17668455215874	2.00558243820922	A/N	2.1310767124884	2.21851210920755	2.22248648342214	2.3875938698391	1.89500012985231	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_12501	ERS227112_03112	EC958_0757	NCTC13441_03357	b0638	BW25113_0638	ROD_06571	t2224	STM_MW07081	STMMW_07081	SL3261_0631	SL1344_0631	SEN0612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
nfrA	nfrA	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.52288634998542	2.53712627598527	N	1.98120452388824	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_0675	NCTC13441_03439	b0568	BW25113_0568	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
rhlB	rhlB	RNA degradation	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.49216072887797	2.83176438510143	2.45495504700134	2.4482098615574	N	2.29928058007441	2.4115318318447	1.56452610912666	A/N	2.03750029866628	2.22797660847985	2.48450364851178	2.29385519725614	1.97374219190111	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_49091	ERS227112_01751	EC958_4242	NCTC13441_04742	b3780	BW25113_3780	ROD_39671	t3382	STM_MW38901	STMMW_38901	SL3261_3874	SL1344_3874	SEN3720	0.0	8.8	7.4	5.0	6.6	3.7	5.4	2.5	0	0	0	0	0	0
cobB	cobB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.57721357887489	1.92873100440556	1.48303501076978	1.34104347235173	N	2.43046895150015	1.67119713918018	0.773374401529878	A/N	0.592153589061944	1.13416361352372	1.39334269597074	1.81276363083554	1.35520471267938	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_17311	ERS227112_03595	EC958_1317	NCTC13441_02792	b1120	BW25113_1120	ROD_11871	t1699	STM_MW12301	STMMW_12301	SL3261_1158	SL1344_1158	SEN1828	0.0	8.8	5.6	0.0	4.9	0.0	4.1	0.0	0	0	0	0	0	0
ackA	-	-	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	2.20754690373637	2.3247787976613	A	A	A	A	1.74255247667926	1.46670248149392	A/N	1.71760280374829	1.8975306395015	2.11590829338104	2.10191626677922	1.60070180263198	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	A/N	A/N	A/N	A/N	E	A/N	BN373_38521	ERS227112_01446	-	-	-	-	ROD_21431	t0817	STM_MW20871	STMMW_20871	SL3261_2033	SL1344_2033	SEN2055	0.0	0.0	0.0	0.0	0.0	0.0	5.4	10.0	0	0	0	0	0	0
hslV	hslV	-	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.43763184766299	2.20691467829613	2.4039989937731	2.28492609004318	N	2.70210798724269	2.42131150743991	1.98335691640809	A/N	2.43695680166004	2.65289414362682	2.58929429606821	2.76637433062061	2.11985391410744	P	A	P	P	P	P	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_48601	ERS227112_00355	EC958_4417	NCTC13441_04568	b3932	BW25113_3932	ROD_38141	t3526	STM_MW40571	STMMW_40571	SL3261_4041	SL1344_4041	SEN3882	0.0	79.4	50.0	0.0	44.3	0.0	37.8	2.5	0	0	0	0	0	0
dam	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.22299695517243	3.11613272948563	A	A	A	A	A	3.72490755259445	A/N	A	A	2.80853097753535	2.39691021396493	1.47317056632866	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_33801	ERS227112_03327	-	-	-	-	-	t3409	-	-	SL3261_2702	SL1344_2702	SEN1950	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
selA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.45459652322403	2.66278125813728	A	A	A	A	1.81519939926044	1.36397222875138	A/N	2.37310581292778	2.3811049152126	2.33350212513018	2.4243216286327	1.9107089543205	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_02501	ERS227112_02115	-	-	-	-	ROD_33051	t4480	STM_MW43891	STMMW_43891	SL3261_4376	SL1344_4376	SEN4195	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
pagD	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	3.21304545534069	A/N	3.94751309495615	2.00480056500655	1.1813834156705	2.12409507494456	3.13476533286793	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t1116	STM_MW12541	STMMW_12541	SL3261_1183	SL1344_1183	SEN1804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ycjG	ycjG	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.76911324389522	1.37871298649501	1.88064366504888	1.62359966539581	N	1.67563188954207	2.30074774756508	1.66962269191084	A/N	1.3739901393216	1.93593110241152	2.11690627058782	2.04650585286743	1.29594777913821	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	BN373_19351	ERS227112_05351	EC958_1656	NCTC13441_02440	b1325	BW25113_1325	ROD_16771	t1585	STM_MW16761	STMMW_16761	SL3261_1611	SL1344_1611	SEN1352	0.0	2.9	1.9	0.0	1.6	0.0	2.7	2.5	0	0	0	0	0	0
fnr	fnr	-	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.45026230480647	1.81901526699155	1.35797816259678	1.54628973429662	N	1.22538900599216	1.84641740833815	1.85037576175702	A/N	2.41054745293324	2.2866572100616	2.79983389446064	2.15950734261446	2.01638260644185	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_20861	ERS227112_05155	EC958_1665	NCTC13441_02431	b1334	BW25113_1334	ROD_16721	t1564	STM_MW16561	STMMW_16561	SL3261_1591	SL1344_1591	SEN1371	0.0	5.9	3.7	0.0	3.3	0.0	4.1	2.5	0	0	0	0	0	0
parC	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	A/N	E	E	E	E	E	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	9.5	17.5	0	0	0	0	0	0
parE	-	-	A/N	A/N	E	E	E	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	4.1	7.5	0	0	0	0	0	0
dapE	dapE	Lysine biosynthesis / Metabolic pathways / Microbial metabolism in diverse environments / Biosynthesis of amino acids	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	-4.5	-4.5	-0.577165911589917	-4.5	N	-4.5	-1.71240684766321	-4.5	E	-0.971315704110563	-1.20763474442736	-2.06062131091216	-4.5	-1.80946795206381	A	A	A	P	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	E	E	E	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_34641	ERS227112_03774	EC958_2788	NCTC13441_01258	b2472	BW25113_2472	ROD_24201	t0376	STM_MW25021	STMMW_25021	SL3261_2446	SL1344_2446	SEN2462	92.9	85.3	85.2	85.0	85.2	85.2	70.3	57.5	1	1	1	1	1	1
nsrR	nsrR	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.69501902480739	2.57596698073144	2.47752823911589	1.96036303847777	N	2.26088946223259	2.22824503733813	2.27747457421013	A/N	2.57556064785258	2.63729107967788	2.93464537099441	2.74590459793822	2.3602609691425	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_01871	ERS227112_02055	EC958_4665	NCTC13441_04275	b4178	BW25113_4178	ROD_32381	t4418	STM_MW43111	STMMW_43111	SL3261_4300	SL1344_4300	SEN4133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
rimP	rimP	-	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	1.89467941743236	0.588448437821748	1.3199897193797	1.09064603568736	N	1.63405607623467	0.983588395683694	0.912669863884546	E	-0.610951581907625	0.810930563346975	1.28981746581726	0.634453613803121	0.660037296094515	A	A	P	A	A	A	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	E	E	A/N	E	A/N	E	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_42301	ERS227112_01022	EC958_3572	NCTC13441_00524	b3170	BW25113_3170	ROD_46621	t3206	STM_MW32881	STMMW_32881	SL3261_3261	SL1344_3261	SEN3123	14.3	14.7	22.2	35.0	24.6	37.0	20.3	25.0	0	0	0	0	0	0
cspC	cspC	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	3.86424837823257	A	3.01160806162478	A	N	1.80758338090555	3.18255393177427	3.48107449219193	A/N	2.45993902761176	2.64084519873458	3.08923788612811	2.58113379486608	2.54137876424099	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	A	A	A	P	P	P	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_29241	-	EC958_2041	-	b1823	BW25113_1823	ROD_18621	t1041	STM_MW18291	STMMW_18291	SL3261_1766	SL1344_1766	SEN1200	0.0	41.2	27.8	5.0	24.6	3.7	20.3	2.5	0	0	0	0	0	0
cusA	cusA	Two-component system	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.29572729157991	2.32381455796077	2.1409072633577	2.17172817194786	N	1.52145946698298	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_03611	ERS227112_02207	EC958_0682	NCTC13441_03432	b0575	BW25113_0575	-	-	-	-	-	-	-	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
gor	gor	Glutathione metabolism	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	2.04987686371025	1.76935411532131	2.23889536107609	1.774751053926	N	0.686565821131098	2.02985125714969	1.53849888554382	A/N	1.50099407693331	1.73389720820347	1.92144453722943	2.03234780561418	1.59630294269553	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_45021	ERS227112_00718	EC958_3896	NCTC13441_00198	b3500	BW25113_3500	ROD_42991	t3918	STM_MW35861	STMMW_35861	SL3261_3562	SL1344_3562	SEN3420	0.0	8.8	7.4	5.0	9.8	11.1	8.1	7.5	0	0	0	0	0	0
cspE	cspE	-	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	3.50291308376423	A	2.58384911447089	A	N	1.67873673163143	3.06748016061068	3.27923330866388	A/N	2.08807289408248	2.69816493587423	3.2062632735301	1.88784423324582	2.14316346086601	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	A/N	A/N	E	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_12361	-	EC958_0742	-	b0623	BW25113_0623	ROD_06381	t2238	STM_MW06941	STMMW_06941	SL3261_0617	SL1344_0617	SEN0598	0.0	100.0	66.7	10.0	62.3	14.8	51.4	10.0	0	0	0	0	0	0
rcsA	rcsA	Two-component system / Quorum sensing	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	3.30318039678549	3.14490859296516	0.495291457987989	1.90638199835877	N	2.51094917570494	2.98866922536648	3.64300125102171	A/N	3.12207495266762	2.83437911608317	2.94143518286534	2.13333819151822	2.70884204115963	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_30041	ERS227112_04240	EC958_2217	NCTC13441_01873	b1951	BW25113_1951	ROD_20311	t0895	STM_MW19621	STMMW_19621	SL3261_1911	SL1344_1911	SEN1027	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
relB	relB	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.00034549559443	2.59690921496811	A	A	N	-4.5	A	1.75978526483047	A/N	2.39235192001238	2.51072061233328	2.19644538719335	1.76769735636697	1.89692690608579	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_02541	ERS227112_02119	-	-	b1564	BW25113_1564	-	t4483	STM_MW43931	STMMW_43931	SL3261_4379	SL1344_4379	SEN4199	7.1	0.0	1.9	5.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
mnmA	mnmA	Sulfur relay system	E	A/N	E	A/N	E	A/N	E	E	E	-0.211268181249073	-1.8446871895502	0.334622984336518	-0.349759410260722	N	-4.5	0.826551577628352	-4.5	E	-4.5	0.833215635639289	0.547002615196077	0.0461241121269635	0.517750442011661	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	E	E	A/N	E	E	E	E	E	A/N	E	E	E	E	E	E	E	E	BN373_17581	ERS227112_03611	EC958_1330	NCTC13441_02779	b1133	BW25113_1133	ROD_12231	t1686	STM_MW12441	STMMW_12441	SL3261_1172	SL1344_1172	SEN1815	50.0	100.0	85.2	60.0	83.6	63.0	83.8	70.0	1	1	0	1	1	0
sulP	dauA	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.18098747729987	1.9147455546186	2.42404426776068	2.03630864693577	N	2.39159514927467	2.03925005093186	1.48315604488855	A/N	1.42419797521975	1.77823837633575	2.32364990425109	2.09292206724828	1.36255926015628	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_28331	ERS227112_04429	EC958_1474	NCTC13441_02636	b1206	BW25113_1206	ROD_18071	t1095	STM_MW17731	STMMW_17731	SL3261_1709	SL1344_1709	SEN1258	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
ydeP	ydeP	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.20929169094574	1.57550325419023	2.18236032267751	2.53632993636388	N	2.1201245748577	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_24041	ERS227112_04835	EC958_1764	NCTC13441_02337	b1501	BW25113_1501	-	-	-	-	-	-	-	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
rusA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	1.88994932691548	2.15640736428169	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_2268	NCTC13441_01812	-	-	-	-	-	-	-	-	-	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
